date,nifty_close,india_vix,nifty_bank_close,nifty_it_close,nifty_pharma_close,nifty_auto_close,fii_net,dii_net,pcr,flow_div_raw,flow_div_pct,pcr_dev_raw,pcr_dev_pct,realized_vol,vol_spread_raw,vol_spread_pct,nifty_return,market_excess,nifty_bank_return,nifty_bank_excess,nifty_bank_beta,nifty_bank_alpha,nifty_bank_expected,nifty_bank_capm_error,nifty_bank_error_sign,nifty_it_return,nifty_it_excess,nifty_it_beta,nifty_it_alpha,nifty_it_expected,nifty_it_capm_error,nifty_it_error_sign,nifty_pharma_return,nifty_pharma_excess,nifty_pharma_beta,nifty_pharma_alpha,nifty_pharma_expected,nifty_pharma_capm_error,nifty_pharma_error_sign,nifty_auto_return,nifty_auto_excess,nifty_auto_beta,nifty_auto_alpha,nifty_auto_expected,nifty_auto_capm_error,nifty_auto_error_sign,n_extreme,anomaly_flag
2015-01-22,8761.400390625,18.56999969482422,19917.41796875,11850.849609375,11509.5,8842.0,592.79,-578.53,1.3049,1171.32,,0.0,,,,,0.0075671355864934675,0.0073172043622158345,0.0076187092243038546,0.0073687780000262215,,,,,,0.013326174380076994,0.01307624315579936,,,,,,0.01938325975948363,0.019133328535205996,,,,,,0.00925699480178821,0.009007063577510577,,,,,,0,0
2015-01-23,8835.599609375,17.889999389648438,20072.466796875,11885.150390625,11581.099609375,8983.099609375,2019.98,-1299.96,1.304,3319.94,,0.0,,,,,0.008468876599840858,0.008218945375563225,0.007784584747293488,0.007534653523015855,,,,,,0.002894373178347065,0.002644441954069432,,,,,,0.006220913973239428,0.005970982748961795,,,,,,0.01595788389221897,0.01570795266794134,,,,,,0,0
2015-01-27,8910.5,18.09000015258789,20555.01171875,11693.4501953125,11583.25,9099.599609375,953.51,-783.34,1.3706,1736.85,,0.0,,,,,0.00847711461998868,0.008227183395711046,0.024040140494845597,0.023790209270567964,,,,,,-0.016129387429856368,-0.016379318654134,,,,,,0.0001856810404479159,-6.425018382971714e-05,,,,,,0.012968797527127318,0.012718866302849685,,,,,,0,0
2015-01-28,8914.2998046875,19.770000457763672,20491.51171875,11809.5498046875,11577.75,9043.150390625,1723.17,-1292.7,1.326,3015.87,,0.0,,,,,0.0004264412420740271,0.00017651001779639408,-0.0030892709218003356,-0.0033392021460779686,,,,,,0.009928601690332606,0.009678670466054973,,,,,,-0.00047482355988170966,-0.0007247547841593427,,,,,,-0.006203483798544518,-0.006453415022822151,,,,,,0,0
2015-01-29,8952.349609375,19.43000030517578,20528.361328125,11824.150390625,11752.0498046875,9049.7001953125,1723.77,-1680.09,0.9736,3403.8599999999997,,0.0,,,,,0.0042684008302582566,0.0040184696059806235,0.0017982865237453627,0.0015483552994677297,,,,,,0.0012363372168264775,0.0009864059925488444,,,,,,0.01505472174537359,0.014804790521095956,,,,,,0.0007242835079122045,0.0004743522836345715,,,,,,0,0
2015-01-30,8808.900390625,20.170000076293945,19843.51953125,11824.75,11693.5498046875,8930.849609375,-771.55,-37.6,0.8886,-733.9499999999999,,0.0,,,,,-0.01602363904552817,-0.016273570269805804,-0.03336076299167279,-0.03361069421595042,,,,,,5.071056737193658e-05,-0.00019922065690569646,,,,,,-0.0049778550101673424,-0.0052277862344449755,,,,,,-0.01313309649739125,-0.013383027721668883,,,,,,0,0
2015-02-02,8797.400390625,20.40999984741211,19865.669921875,11943.9501953125,11627.650390625,8976.099609375,-629.97,-224.07,0.8501,-405.90000000000003,,0.0,,,,,-0.0013054977908750764,-0.0015554290151527095,0.001116253121837385,0.000866321897559752,,,,,,0.010080567903126836,0.009830636678849203,,,,,,-0.005635535415950743,-0.005885466640228376,,,,,,0.005066707197991516,0.004816775973713883,,,,,,0,0
2015-02-03,8756.5498046875,19.809999465942383,19382.724609375,11963.900390625,11520.0,8919.7001953125,424.79,180.35,0.821,244.44000000000003,,0.0,,,,,-0.004643483770618517,-0.00489341499489615,-0.02431054751232964,-0.024560478736607272,,,,,,0.001670318025968509,0.001420386801690876,,,,,,-0.009258137887581785,-0.009508069111859418,,,,,,-0.006283287454118103,-0.006533218678395736,,,,,,0,0
2015-02-06,8661.0498046875,20.690000534057617,18786.48046875,12267.9501953125,11322.9501953125,8496.2998046875,-594.14,271.64,0.8244,-865.78,,0.0,,,,,-0.010906121946440361,-0.011156053170717994,-0.03076162679093164,-0.031011558015209273,,,,,,0.025413936488952737,0.025164005264675104,,,,,,-0.0171050177680121,-0.01735494899228973,,,,,,-0.04746800692331632,-0.04771793814759395,,,,,,0,0
2015-02-09,8526.349609375,22.020000457763672,18403.634765625,12249.2998046875,11289.400390625,8294.4501953125,-1573.42,880.27,0.832,-2453.69,,0.0,,,,,-0.01555240973670402,-0.015802340960981653,-0.02037878802055748,-0.020628719244835114,,,,,,-0.0015202532067766228,-0.0017701844310542558,,,,,,-0.0029629914561832837,-0.0032129226804609168,,,,,,-0.023757354850359347,-0.02400728607463698,,,,,,0,0
2015-02-11,8627.400390625,20.5,18940.580078125,12243.400390625,11391.7001953125,8514.150390625,-272.67,145.38,0.8345,-418.05,,0.0,,0.17631327931309326,0.028686720686906725,,0.011851587828265009,0.011601656603987376,0.029176046978661274,0.02892611575438364,,,,,,-0.000481612349813032,-0.0007315435740906651,,,,,,0.00906157999077184,0.008811648766494207,,,,,,0.026487614023731343,0.02623768279945371,,,,,,0,0
2015-02-12,8711.5498046875,20.15999984741211,19128.376953125,12372.0,11598.25,8654.2998046875,60.61,-78.31,0.8525,138.92000000000002,,0.0,,0.1763051376940276,0.025294860780093492,,0.009753739278629103,0.00950380805435147,0.009915054038756255,0.009665122814478622,,,,,,0.010503586035907952,0.01025365481163032,,,,,,0.01813160468992092,0.01788167346564329,,,,,,0.01646076327437429,0.016210832050096657,,,,,,0,0
2015-02-13,8805.5,20.100000381469727,19369.474609375,12464.9501953125,11789.900390625,8759.0,390.26,95.82,0.9312,294.44,,0.0,,0.16449102862453102,0.03650897519016624,,0.0107845558389561,0.010534624614678467,0.012604187843057613,0.01235425661877998,,,,,,0.0075129482147187066,0.0072630169904410735,,,,,,0.01652407825534019,0.016274147031062558,,,,,,0.01209805503338246,0.011848123809104827,,,,,,0,0
2015-02-16,8809.349609375,20.829999923706055,19189.7265625,12487.2001953125,11680.25,8792.5498046875,-182.8,280.77,0.9001,-463.57,,0.0,,0.16462903569539064,0.04367096354166991,,0.00043718237181300523,0.0001872511475353722,-0.009279965022283121,-0.009529896246560754,,,,,,0.0017850051264840516,0.0015350739022064186,,,,,,-0.009300366160191698,-0.00955029738446933,,,,,,0.0038303236314076727,0.0035803924071300397,,,,,,0,0
2015-02-18,8869.099609375,20.90999984741211,19296.275390625,12632.75,11741.25,8884.849609375,2187.96,327.87,0.9191,1860.0900000000001,,0.0,,0.16376103619120946,0.04533896228291162,,0.006782566551384539,0.006532635327106906,0.005552389075371922,0.005302457851094289,,,,,,0.011655919854807628,0.011405988630529995,,,,,,0.005222490956957149,0.004972559732679516,,,,,,0.010497501491352645,0.010247570267075012,,,,,,0,0
2015-02-19,8895.2998046875,20.399999618530273,19188.078125,12723.7998046875,11734.5,8871.650390625,1542.7,-195.74,0.926,1738.44,,0.0,,0.16226009507929154,0.041739901106011196,,0.0029540986646272582,0.002704167440349625,-0.005607158036185944,-0.005857089260463577,,,,,,0.007207441347885535,0.006957510123607902,,,,,,-0.0005748961992974033,-0.0008248274235750364,,,,,,-0.0014855871883382443,-0.0017355184126158774,,,,,,0,0
2015-02-20,8833.599609375,21.270000457763672,19073.328125,12571.9501953125,11746.5,8874.650390625,-89.41,204.85,0.8788,-294.26,,0.0,,0.1433131157462932,0.0693868888313435,,-0.006936269340802492,-0.007186200565080125,-0.0059802758385943955,-0.0062302070628720285,,,,,,-0.011934297278007988,-0.012184228502285621,,,,,,0.0010226255912053617,0.0007726943669277286,,,,,,0.0003381557960364656,8.822457175883258e-05,,,,,,0,0
2015-02-23,8754.9501953125,21.6299991607666,18913.1796875,12531.2998046875,11640.7998046875,8804.150390625,601.91,-163.79,0.8052,765.6999999999999,,0.0,,0.14842357087111654,0.06787642073654948,,-0.008903438863023694,-0.009153370087301327,-0.008396460043598175,-0.008646391267875808,,,,,,-0.0032334196360527256,-0.0034833508603303587,,,,,,-0.008998441690077907,-0.00924837291435554,,,,,,-0.007943974905701645,-0.008193906129979278,,,,,,0,0
2015-02-24,8762.099609375,21.549999237060547,18883.58203125,12566.2001953125,11663.849609375,8777.7001953125,697.28,-146.98,0.8207,844.26,,0.0,,0.14802746380909607,0.0674725285615094,,0.0008166139044774035,0.0005666826801997704,-0.0015649222784871464,-0.0018148535027647794,,,,,,0.002785057509512745,0.002535126285235112,,,,,,0.0019800877151257,0.001730156490848067,,,,,,-0.003004287084948598,-0.003254218309226231,,,,,,0,0
2015-02-25,8767.25,20.780000686645508,18732.833984375,12633.349609375,11533.5,8781.2998046875,516.06,19.7,0.8273,496.35999999999996,,-0.9998177451960272,,0.13609720542156908,0.071702801444886,,0.0005878032497472763,0.00033787202546964323,-0.007983021792450695,-0.008232953016728328,,,,,,0.005343653054926456,0.005093721830648823,,,,,,-0.011175522125236426,-0.011425453349514059,,,,,,0.00041008570524225796,0.00016015448096462492,,,,,,0,0
2015-02-26,8683.849609375,20.579999923706055,18537.884765625,12458.5,11412.2998046875,8640.7001953125,2312.15,340.79,0.897,1971.3600000000001,,-0.6164354673429804,,0.1377412410864192,0.06805875815064136,,-0.00951271956713906,-0.009762650791416694,-0.010406819326568839,-0.010656750550846472,,,,,,-0.013840320641902215,-0.014090251866179848,,,,,,-0.010508535597390178,-0.010758466821667811,,,,,,-0.01601125260521763,-0.016261183829495263,,,,,,0,0
2015-02-27,8844.599609375,19.56999969482422,19074.328125,12554.9501953125,11554.7998046875,8841.7998046875,1957.1,-491.93,0.8475,2449.0299999999997,,-0.851957582906366,,0.1501442292474798,0.04555576770076239,,0.018511375395821705,0.018261444171544072,0.02893767903713229,0.028687747812854658,,,,,,0.007741718129189001,0.007491786904911368,,,,,,0.012486527907501044,0.01223659668322341,,,,,,0.02327353163856971,0.023023600414292078,,,,,,0,0
2015-03-02,8956.75,15.850000381469727,20007.8671875,12663.7001953125,12024.0498046875,8919.5498046875,-264.35,-137.31,0.8951,-127.04000000000002,,-0.5678390202115674,,0.15390547652758804,0.004594527287109212,,0.01268009809128312,0.012430166867005488,0.0489421727665702,0.04869224154229257,,,,,,0.008661922055302362,0.00841199083102473,,,,,,0.04061082908676927,0.04036089786249164,,,,,,0.008793458539830379,0.008543527315552746,,,,,,0,0
2015-03-03,8996.25,15.489999771118164,19960.966796875,12855.900390625,12166.2001953125,8838.7998046875,772.92,-303.88,0.937,1076.8,,-0.31544649378785405,,0.154607709559088,0.0002922881520936449,,0.004410081781896391,0.004160150557618758,-0.0023440974585388075,-0.0025940286828164405,,,,,,0.015177254068573287,0.014927322844295654,,,,,,0.011822172473835213,0.01157224124955758,,,,,,-0.009053147498269798,-0.009303078722547431,,,,,,0,0
2015-03-09,8756.75,15.8100004196167,19145.328125,12422.25,12676.900390625,8727.0498046875,-394.31,840.35,0.8736,-1234.66,,-0.6072334391738778,,0.18180069125564893,-0.023700687059481945,,-0.026622203695984448,-0.02687213492026208,-0.04086168170986049,-0.04111161293413812,,,,,,-0.03373162341404212,-0.033981554638319755,,,,,,0.0419769679204578,0.041727036696180164,,,,,,-0.01264311925480377,-0.012893050479081403,,,,,,0,0
2015-03-11,8699.9501953125,15.130000114440918,19043.779296875,12352.349609375,12515.75,8761.5,-449.84,350.31,0.8942,-800.15,,-0.46579598380229603,,0.17427934710295978,-0.022979345958550612,,-0.006486402453821372,-0.006736333678099005,-0.005304104868926074,-0.005554036093203707,,,,,,-0.00562703138521603,-0.005876962609493663,,,,,,-0.012712128805885126,-0.012962060030162759,,,,,,0.003947519045210068,0.0036975878209324353,,,,,,0,0
2015-03-12,8776.0,14.75,19141.626953125,12423.650390625,12663.7001953125,8851.650390625,-611.43,521.11,0.9187,-1132.54,,-0.2964468689422335,,0.17735307979249884,-0.02985307979249885,,0.008741406902360804,0.008491475678083171,0.005138037714292221,0.004888106490014588,,,,,,0.005772244431608842,0.005522313207331209,,,,,,0.011821121012524305,0.011571189788246672,,,,,,0.010289378602408306,0.010039447378130673,,,,,,0,0
2015-03-13,8647.75,14.970000267028809,18779.58203125,12312.150390625,12487.0498046875,8721.75,66.98,-71.55,0.8707,138.53,,-0.5055033051758807,,0.18423223518358645,-0.03453223251329837,,-0.014613719234275346,-0.01486365045855298,-0.018914009909481222,-0.019163941133758855,,,,,,-0.008974817907314803,-0.009224749131592436,,,,,,-0.013949350339988897,-0.01419928156426653,,,,,,-0.014675273524424437,-0.01492520474870207,,,,,,0,0
2015-03-16,8633.150390625,15.180000305175781,18837.130859375,12419.0498046875,12480.7001953125,8697.849609375,-762.55,158.65,0.8501,-921.1999999999999,,-0.5683165214639551,,0.18022541235088932,-0.02842540929913151,,-0.0016882552542568652,-0.0019381864785344982,0.0030644360470448717,0.0028145048227672387,,,,,,0.008682432448510191,0.008432501224232558,,,,,,-0.0005084955593447349,-0.0007584267836223679,,,,,,-0.0027403205348697224,-0.0029902517591473554,,,,,,0,0
2015-03-17,8723.2998046875,15.130000114440918,19058.029296875,12383.150390625,12716.7998046875,8807.400390625,265.52,-243.69,0.8543,509.21,,-0.4942384409702299,,0.17411162125886914,-0.022811620114459974,,0.010442238346779709,0.010192307122502076,0.011726756009132977,0.011476824784855344,,,,,,-0.0028906731696132226,-0.0031406043938908557,,,,,,0.018917176575051098,0.018667245350773465,,,,,,0.012595156983620459,0.012345225759342826,,,,,,0,0
2015-03-18,8685.900390625,15.510000228881836,19147.02734375,12276.099609375,12732.400390625,8748.75,-457.43,-882.99,0.8413,425.56,,-0.5286838056464404,,0.17039407314353658,-0.015294070854718206,,-0.004287301239194297,-0.00453723246347193,0.00466984521267344,0.004419913988395807,,,,,,-0.008644874516831047,-0.00889480574110868,,,,,,0.0012267697987782267,0.0009768385745005936,,,,,,-0.0066592170247454785,-0.0069091482490231115,,,,,,0,0
