date,nifty_close,india_vix,nifty_bank_close,nifty_it_close,nifty_pharma_close,nifty_auto_close,fii_net,dii_net,pcr
2016-10-19,8659.099609375,14.609999656677246,19411.873046875,10411.099609375,11527.75,10092.5498046875,-282.77,724.64,0.9158
2016-10-20,8699.400390625,14.170000076293945,19658.470703125,10372.9501953125,11483.349609375,10088.7001953125,7.3,583.22,0.9074
2016-10-21,8693.0498046875,13.829999923706055,19710.671875,10477.099609375,11494.5498046875,10101.599609375,-272.91,500.37,0.9214
2016-10-24,8708.9501953125,14.329999923706055,19807.669921875,10327.7001953125,11487.599609375,10188.2001953125,-325.13,333.26,0.9276
2016-10-25,8691.2998046875,14.479999542236328,19834.669921875,10261.400390625,11585.9501953125,10143.7001953125,-606.34,389.11,0.9191
2016-10-26,8615.25,14.449999809265137,19483.373046875,10157.349609375,11454.900390625,10056.5498046875,-1450.65,989.46,0.8373
2016-10-27,8615.25,14.09000015258789,19514.373046875,10052.900390625,11534.5498046875,9912.849609375,-469.93,856.5,0.919
2016-10-28,8638.0,14.649999618530273,19555.72265625,10048.400390625,11571.849609375,10056.7001953125,-777.58,1124.08,0.9431
2016-11-01,8626.25,15.739999771118164,19458.373046875,9990.599609375,11530.150390625,10105.5498046875,-1319.24,900.99,0.9261
2016-11-02,8514.0,16.799999237060547,19227.677734375,9871.25,11268.900390625,9973.7998046875,-1112.66,1222.12,0.893
2016-11-03,8484.9501953125,16.469999313354492,19178.4765625,9809.75,11124.2998046875,9948.25,378.36,-432.81,0.8838
2016-11-07,8497.0498046875,16.510000228881836,19355.775390625,9970.0,10818.75,9892.599609375,1055.8,-610.57,0.8855
2016-11-08,8543.5498046875,16.770000457763672,19500.57421875,10008.400390625,10665.7998046875,10079.7001953125,608.35,-621.65,0.9008
2016-11-11,8296.2998046875,17.360000610351562,19738.572265625,9434.599609375,10901.25,9308.2998046875,-1493.27,64.72,0.7581
2016-11-15,8108.4501953125,20.149999618530273,19289.525390625,9487.0,10747.900390625,8828.599609375,-2353.82,-104.83,0.6726
2016-11-16,8111.60009765625,19.5,19107.876953125,9641.0,10559.25,8918.650390625,-1957.04,2344.31,0.6897
2016-11-17,8079.9501953125,18.709999084472656,19087.626953125,9496.2001953125,10595.650390625,8915.599609375,-983.93,1144.15,0.697
2016-11-18,8074.10009765625,17.809999465942383,18958.830078125,9476.4501953125,10751.4501953125,8983.849609375,-926.32,1143.44,0.6966
2016-11-21,7929.10009765625,19.100000381469727,18446.185546875,9453.75,10642.099609375,8681.599609375,-1310.82,1211.01,0.644
2016-11-22,8002.2998046875,18.469999313354492,18548.435546875,9509.4501953125,10693.849609375,8852.900390625,-692.85,1075.2,0.6672
2016-11-23,8033.2998046875,18.040000915527344,18540.685546875,9549.849609375,10934.2001953125,8891.150390625,-1023.12,1254.67,0.6878
2016-11-24,7965.5,17.15999984741211,18255.88671875,9656.25,10762.4501953125,8754.5,-2010.15,1648.22,0.9118
2016-11-25,8114.2998046875,17.610000610351562,18507.0859375,10114.900390625,11085.0,8780.400390625,-372.88,997.84,0.9296
2016-11-28,8126.89990234375,18.059999465942383,18301.236328125,10106.2001953125,11110.25,8826.650390625,-1436.4,1233.79,0.9331
2016-11-29,8142.14990234375,17.709999084472656,18223.5390625,10059.599609375,11061.2998046875,9017.9501953125,-715.3,534.2,0.9425
2016-11-30,8224.5,16.850000381469727,18627.583984375,10087.7001953125,11080.0498046875,9113.7998046875,-434.42,676.68,1.0261
2016-12-01,8192.900390625,16.690000534057617,18428.234375,10049.75,11132.0498046875,9041.0,-540.99,141.25,1.0027
2016-12-02,8086.7998046875,17.93000030517578,18247.4375,9922.7998046875,11038.0498046875,8888.7001953125,-398.37,545.07,0.9719
2016-12-05,8128.75,17.290000915527344,18408.685546875,9836.0,11073.5,9046.25,24.14,258.35,0.9706
2016-12-07,8102.0498046875,16.850000381469727,18233.9375,9777.900390625,10832.650390625,9053.25,212.92,119.27,0.9398
2016-12-08,8246.849609375,15.529999732971191,18515.234375,9935.900390625,10972.650390625,9299.0498046875,1203.71,-392.47,1.023
2016-12-09,8261.75,15.069999694824219,18695.583984375,9997.5,10929.4501953125,9252.2998046875,-593.61,-12.9,1.0483
2016-12-12,8170.7998046875,16.190000534057617,18392.736328125,9953.900390625,10895.900390625,9092.0,-94.45,-266.2,0.9948
2016-12-13,8221.7998046875,15.920000076293945,18465.8359375,10058.650390625,10947.900390625,9196.0,-2181.03,178.92,1.0078
2016-12-14,8182.4501953125,16.59000015258789,18341.287109375,10128.9501953125,10859.25,9146.0498046875,-632.29,210.86,0.9937
2016-12-15,8153.60009765625,15.65999984741211,18400.935546875,10195.75,10655.5,9118.25,-611.97,-177.48,0.9744
2016-12-16,8139.4501953125,15.25,18312.587890625,10222.9501953125,10646.5,9153.5,-90.36,30.48,0.9489
2016-12-19,8104.35009765625,14.84000015258789,18256.837890625,10223.650390625,10555.7001953125,9098.0498046875,-535.77,556.36,0.9193
2016-12-20,8082.39990234375,14.539999961853027,18069.189453125,10322.849609375,10436.75,9023.0498046875,-685.93,418.93,0.874
2016-12-21,8061.2998046875,14.710000038146973,18084.2890625,10228.25,10361.599609375,9013.0,-1178.08,1057.96,0.884
2016-12-22,7979.10009765625,15.550000190734863,17891.2421875,10163.0,10226.150390625,8961.2998046875,-614.4,319.79,0.8463
2016-12-23,7985.75,15.130000114440918,17883.79296875,10071.0498046875,10156.650390625,8987.25,-1462.65,1614.94,0.8577
2016-12-26,7908.25,16.600000381469727,17655.345703125,10023.2998046875,9889.2998046875,8854.75,-1095.04,1065.39,0.7775
2016-12-27,8032.85009765625,15.079999923706055,17879.34375,10170.7001953125,10083.0,8991.7998046875,-712.17,1502.41,0.881
2016-12-28,8034.85009765625,15.539999961853027,17876.4921875,10198.599609375,10149.349609375,8981.150390625,-527.06,824.84,0.901
2016-12-29,8103.60009765625,15.279999732971191,18032.94140625,10291.849609375,10132.349609375,9109.0498046875,-662.29,957.83,0.9833
2016-12-30,8185.7998046875,15.470000267028809,18176.98828125,10399.25,10267.0,9141.75,-585.64,725.26,1.0115
2017-01-02,8179.5,15.829999923706055,17969.390625,10367.0498046875,10310.2001953125,9326.900390625,92.73,1133.74,0.9949
2017-01-03,8192.25,15.960000038146973,18035.390625,10362.25,10317.4501953125,9300.2998046875,-198.27,254.21,1.0043
2017-01-06,8243.7998046875,14.90999984741211,18263.787109375,10110.4501953125,10472.7001953125,9506.650390625,-517.31,171.65,1.0283
2017-01-09,8236.0498046875,15.479999542236328,18286.4375,10198.4501953125,10323.4501953125,9495.9501953125,-832.81,731.72,1.014
2017-01-11,8380.650390625,14.8100004196167,18829.78125,10220.5498046875,10464.650390625,9703.650390625,1038.31,-667.91,1.1306
2017-01-12,8407.2001953125,14.609999656677246,18873.73046875,10398.7998046875,10401.75,9676.9501953125,306.11,176.19,1.1038
2017-01-13,8400.349609375,14.380000114440918,18911.87890625,10263.5498046875,10445.099609375,9600.7001953125,-117.59,-473.5,1.0921
2017-01-16,8412.7998046875,15.069999694824219,19096.2265625,10173.099609375,10418.2001953125,9650.7001953125,-347.25,203.45,1.1198
2017-01-17,8398.0,15.390000343322754,19066.830078125,10206.7998046875,10426.650390625,9641.849609375,142.21,-607.23,1.0833
2017-01-19,8435.099609375,15.020000457763672,19124.02734375,10222.150390625,10389.75,9709.0,-132.26,379.63,1.0732
2017-01-20,8349.349609375,15.789999961853027,18820.58203125,10132.650390625,10307.849609375,9601.0,-26.34,-175.48,1.0072
2017-01-23,8391.5,15.90999984741211,18842.48046875,10219.400390625,10214.150390625,9665.0,-288.8,519.99,1.0531
2017-01-24,8475.7998046875,15.289999961853027,19023.279296875,10201.599609375,10339.4501953125,9828.2001953125,93.95,533.49,1.1318
2017-01-25,8602.75,15.170000076293945,19472.97265625,10164.4501953125,10332.599609375,9967.7001953125,1378.81,383.03,0.9698
2017-01-27,8641.25,16.010000228881836,19708.072265625,10181.849609375,10367.2001953125,10014.849609375,211.77,482.52,0.944
2017-01-30,8632.75,16.670000076293945,19585.021484375,10170.650390625,10412.150390625,9928.650390625,607.36,40.04,0.9058
2017-01-31,8561.2998046875,16.829999923706055,19514.923828125,9848.5,10236.349609375,9837.75,-532.88,237.37,0.8972
2017-02-01,8716.400390625,13.970000267028809,20020.3671875,9750.0,10189.5,10191.9501953125,-260.64,20.66,0.9445
2017-02-02,8734.25,13.520000457763672,20070.068359375,9926.0,10402.0,10058.7998046875,108.59,-110.89,0.9487
2017-02-03,8740.9501953125,13.130000114440918,20196.56640625,10025.7998046875,10555.0,9975.099609375,122.94,-83.21,0.975
2017-02-06,8801.0498046875,13.399999618530273,20371.36328125,10029.0498046875,10710.7998046875,10031.099609375,-59.13,222.29,0.9867
2017-02-08,8769.0498046875,13.350000381469727,20245.166015625,10007.0498046875,10583.400390625,9994.25,473.72,-232.95,0.9555
2017-02-13,8805.0498046875,13.6899995803833,20251.564453125,10452.900390625,10403.599609375,9973.2998046875,306.74,-171.7,0.9594
2017-02-14,8792.2998046875,13.800000190734863,20257.86328125,10474.099609375,10322.25,9820.599609375,-6.45,-3.2,0.9469
2017-02-15,8724.7001953125,14.210000038146973,20163.46484375,10427.650390625,10137.650390625,9523.349609375,225.84,248.98,0.8922
2017-02-16,8778.0,13.729999542236328,20243.46484375,10628.0498046875,10407.75,9686.349609375,-215.69,846.11,0.9333
2017-02-17,8821.7001953125,13.430000305175781,20551.111328125,10527.2001953125,10624.400390625,9683.599609375,8043.14,-5631.99,0.9793
2017-02-20,8879.2001953125,13.609999656677246,20676.859375,10671.25,10641.599609375,9743.9501953125,-433.38,827.9,1.0216
2017-02-21,8907.849609375,13.529999732971191,20860.70703125,10680.75,10644.599609375,9758.900390625,-1435.76,1535.44,1.0667
2017-02-22,8926.900390625,13.699999809265137,20868.20703125,10514.7998046875,10582.2998046875,9768.4501953125,-259.21,917.97,1.0522
2017-02-23,8939.5,13.399999618530273,20876.408203125,10689.650390625,10561.599609375,9761.75,392.33,-445.04,0.9331
2017-02-27,8896.7001953125,13.680000305175781,20612.810546875,10706.7001953125,10571.7001953125,9666.849609375,-145.55,263.79,0.8879
2017-02-28,8879.599609375,13.789999961853027,20607.009765625,10680.9501953125,10585.150390625,9654.650390625,1146.23,268.34,0.8796
2017-03-01,8945.7998046875,13.579999923706055,20783.5078125,10748.0498046875,10700.7998046875,9670.599609375,-500.49,562.27,0.9041
2017-03-02,8899.75,13.359999656677246,20559.8125,10741.599609375,10541.099609375,9705.5,353.84,-42.53,0.8779
2017-03-03,8897.5498046875,13.350000381469727,20495.361328125,10806.25,10614.0498046875,9680.5,1529.48,-737.0,0.8559
2017-03-07,8946.900390625,13.880000114440918,20627.259765625,10799.099609375,10560.900390625,9753.5498046875,-804.67,954.34,0.8508
2017-03-08,8924.2998046875,14.079999923706055,20676.310546875,10739.4501953125,10584.349609375,9701.25,24.07,-389.34,0.8384
2017-03-10,8934.5498046875,13.960000038146973,20727.310546875,10749.849609375,10468.349609375,9779.25,-693.03,1552.41,0.7902
2017-03-14,9087.0,12.399999618530273,21102.453125,10879.25,10648.0498046875,9910.400390625,4087.89,-1519.94,0.8555
2017-03-15,9084.7998046875,12.420000076293945,21157.654296875,10696.5498046875,10671.0498046875,9987.650390625,1141.13,126.75,0.9143
2017-03-16,9153.7001953125,11.90999984741211,21249.654296875,10822.099609375,10731.2001953125,10056.5,1360.1,-88.17,0.9593
2017-03-17,9160.0498046875,11.850000381469727,21174.8046875,10900.75,10674.9501953125,10009.400390625,1532.39,-711.5,0.9811
2017-03-20,9126.849609375,12.020000457763672,21110.00390625,10776.75,10710.599609375,10009.2998046875,56.67,-536.21,0.9387
2017-03-21,9121.5,11.9399995803833,21018.755859375,10787.2001953125,10493.75,9963.75,1662.72,-798.57,0.8966
2017-03-22,9030.4501953125,12.270000457763672,20781.107421875,10783.2998046875,10510.5498046875,9803.9501953125,356.64,-779.91,0.8397
2017-03-23,9086.2998046875,11.84000015258789,20895.2578125,10850.7998046875,10575.2001953125,9897.9501953125,1094.44,-590.78,0.9112
2017-03-24,9108.0,11.979999542236328,21122.3046875,10768.9501953125,10556.349609375,9878.349609375,543.35,116.5,0.9234
2017-03-27,9045.2001953125,12.4399995803833,21056.65625,10648.5,10441.900390625,9808.2001953125,577.88,-594.48,0.9071
2017-03-28,9100.7998046875,12.119999885559082,21225.154296875,10681.0498046875,10497.7001953125,9887.7998046875,6415.38,356.23,0.9545
2017-03-29,9143.7998046875,12.09000015258789,21390.90234375,10741.25,10419.5,9845.75,460.98,1283.03,1.0154
2017-03-30,9173.75,12.149999618530273,21620.447265625,10730.75,10407.2998046875,9860.2998046875,67.97,1701.79,0.9224
2017-03-31,9173.75,12.420000076293945,21443.900390625,10703.25,10411.150390625,9880.2001953125,-295.92,1499.41,0.8968
2017-04-05,9265.150390625,11.550000190734863,21652.447265625,10510.2998046875,10541.150390625,10033.5498046875,-601.12,926.1,0.9944
2017-04-07,9198.2998046875,11.6899995803833,21430.900390625,10485.75,10285.7998046875,9993.75,-834.36,295.88,0.9194
2017-04-10,9181.4501953125,11.619999885559082,21519.900390625,10338.150390625,10315.7998046875,10030.5,-632.14,584.88,0.9431
2017-04-12,9203.4501953125,11.630000114440918,21666.548828125,10323.4501953125,10445.2001953125,9987.150390625,-333.59,776.18,0.9834
2017-04-13,9150.7998046875,11.579999923706055,21686.34765625,10064.2001953125,10531.9501953125,9907.400390625,-407.88,65.43,0.9631
2017-04-17,9139.2998046875,11.890000343322754,21647.34765625,10000.900390625,10448.5498046875,9889.4501953125,-250.54,-52.38,0.9499
2017-04-18,9105.150390625,12.380000114440918,21671.59765625,9981.5498046875,10355.7998046875,9813.7001953125,-930.67,878.08,0.9343
2017-04-19,9103.5,12.220000267028809,21556.099609375,9944.7998046875,10321.0498046875,9831.349609375,-673.38,525.52,0.9038
2017-04-20,9136.400390625,11.5600004196167,21491.150390625,10039.0498046875,10303.9501953125,9909.900390625,-168.84,8.82,0.9428
2017-04-21,9119.400390625,11.420000076293945,21551.19921875,10008.150390625,10208.5,9858.7998046875,-978.34,1132.39,0.9096
2017-04-24,9217.9501953125,11.630000114440918,21857.146484375,10058.349609375,10177.75,9978.2001953125,-279.55,984.17,1.0286
2017-04-25,9306.599609375,11.15999984741211,22054.443359375,10091.25,10241.4501953125,10090.349609375,178.82,998.26,1.0955
2017-04-26,9351.849609375,11.739999771118164,22242.591796875,9966.75,10197.2001953125,10189.7001953125,-492.52,1011.38,1.1547
2017-04-27,9342.150390625,11.069999694824219,22326.041015625,10012.349609375,10100.0,10173.099609375,-181.71,233.31,1.0245
2017-04-28,9304.0498046875,10.859999656677246,22357.990234375,9943.7001953125,10120.900390625,10255.150390625,-1150.43,1684.44,1.025
2017-05-04,9359.900390625,11.329999923706055,22719.8359375,10106.5,9979.0,10211.7998046875,340.13,-194.05,1.065
2017-05-05,9285.2998046875,11.989999771118164,22604.685546875,10086.349609375,9935.150390625,10107.9501953125,-363.98,298.11,0.9914
2017-05-09,9316.849609375,11.109999656677246,22707.037109375,10279.599609375,9997.7001953125,10157.7998046875,-379.16,474.36,0.9944
2017-05-10,9407.2998046875,10.949999809265137,22830.083984375,10219.5498046875,10106.2001953125,10303.900390625,-656.5,519.03,1.0611
2017-05-12,9400.900390625,10.630000114440918,22671.435546875,10367.2998046875,10121.400390625,10429.2001953125,-1470.56,1074.39,1.0271
2017-05-15,9445.400390625,10.680000305175781,22821.234375,10339.75,10252.849609375,10481.2998046875,235.33,-65.77,1.0391
2017-05-16,9512.25,10.5600004196167,22928.333984375,10461.2998046875,10247.150390625,10597.4501953125,858.29,-401.89,1.1128
2017-05-17,9525.75,10.640000343322754,22935.68359375,10437.2998046875,10222.599609375,10669.7001953125,-731.39,614.51,1.1422
2017-05-18,9429.4501953125,11.789999961853027,22698.3359375,10545.599609375,10160.2998046875,10436.349609375,-360.59,897.96,1.0294
2017-05-19,9427.900390625,11.300000190734863,22769.53515625,10456.349609375,10156.099609375,10409.7998046875,-988.7,349.21,1.0008
2017-05-22,9438.25,11.199999809265137,22652.5859375,10504.849609375,9959.2001953125,10339.9501953125,-321.27,1262.64,0.957
2017-05-23,9386.150390625,12.199999809265137,22582.5390625,10510.2001953125,9648.2998046875,10380.650390625,-400.53,352.54,0.9438
2017-05-24,9360.5498046875,11.829999923706055,22536.0390625,10509.2001953125,9446.9501953125,10386.2998046875,81.88,197.31,0.9176
2017-05-25,9509.75,10.449999809265137,23190.53125,10738.349609375,9199.150390625,10588.099609375,589.11,-236.44,1.0117
2017-05-26,9595.099609375,10.859999656677246,23361.927734375,10735.400390625,9060.4501953125,10711.5498046875,-274.14,1008.56,1.0416
2017-05-29,9604.900390625,11.789999961853027,23182.48046875,10568.349609375,8757.7998046875,10753.5,-709.97,290.53,1.0182
2017-05-30,9624.5498046875,11.770000457763672,23306.978515625,10609.0,8990.2998046875,10802.0498046875,-217.1,366.97,1.0325
2017-05-31,9621.25,11.760000228881836,23424.529296875,10549.099609375,9025.25,10870.7998046875,1048.93,-939.54,1.0678
2017-06-01,9616.099609375,11.3100004196167,23309.87890625,10574.7001953125,9104.9501953125,10891.5498046875,-255.21,165.29,1.0127
2017-06-02,9653.5,10.8100004196167,23375.62890625,10608.9501953125,9254.7001953125,10942.2001953125,-403.52,449.52,1.0124
2017-06-06,9637.150390625,11.130000114440918,23416.029296875,10907.25,9174.599609375,10849.2001953125,61.16,-360.01,1.045
2017-06-07,9663.900390625,10.890000343322754,23567.376953125,10701.25,9300.5498046875,10932.400390625,-15.29,315.95,1.0774
2017-06-09,9668.25,10.859999656677246,23690.625,10442.650390625,9507.349609375,11047.4501953125,-1353.02,51.57,1.0739
2017-06-12,9616.400390625,11.420000076293945,23470.17578125,10470.75,9583.849609375,10963.849609375,-1217.92,995.11,1.0029
2017-06-13,9606.900390625,11.34000015258789,23477.576171875,10339.0,9592.150390625,10910.2001953125,-312.4,304.58,1.0
2017-06-14,9618.150390625,11.180000305175781,23498.42578125,10366.099609375,9576.0,10905.25,-161.13,71.65,1.0417
2017-06-15,9578.0498046875,11.329999923706055,23391.478515625,10278.0498046875,9695.849609375,10839.400390625,-645.35,854.85,0.9993
2017-06-16,9588.0498046875,10.920000076293945,23502.4765625,10189.5,9525.5,10869.2001953125,-764.48,890.91,0.9917
2017-06-19,9657.5498046875,10.630000114440918,23741.875,10197.900390625,9489.2001953125,10893.2998046875,-250.39,529.9,1.0584
2017-06-20,9653.5,10.65999984741211,23697.673828125,10289.9501953125,9481.900390625,10900.7001953125,-312.84,477.13,1.0503
2017-06-21,9633.599609375,10.920000076293945,23708.474609375,10223.400390625,9456.7998046875,10835.5,-152.82,-41.39,1.048
2017-06-22,9630.0,11.210000038146973,23735.82421875,10199.5498046875,9471.599609375,10820.75,192.68,455.21,1.0254
2017-06-23,9574.9501953125,11.5600004196167,23542.4765625,10170.599609375,9478.150390625,10637.4501953125,269.95,-45.78,0.9525
2017-06-28,9491.25,11.989999771118164,23235.580078125,10133.5498046875,9482.349609375,10582.650390625,-469.09,168.97,0.8773
2017-06-29,9504.099609375,11.380000114440918,23227.03125,10124.400390625,9428.2001953125,10568.150390625,-1140.77,600.23,1.0769
2017-06-30,9520.900390625,11.729999542236328,23210.9296875,10155.0498046875,9606.400390625,10540.25,-160.48,1195.71,1.0554
2017-07-03,9615.0,11.199999809265137,23272.53125,10189.849609375,9616.2998046875,10680.9501953125,920.46,-1073.75,1.0911
2017-07-04,9613.2998046875,11.279999732971191,23213.9296875,10213.400390625,9517.9501953125,10629.5498046875,-262.37,414.94,1.072
2017-07-06,9674.5498046875,10.979999542236328,23466.376953125,10148.900390625,9598.4501953125,10746.5498046875,73.79,166.22,1.1734
2017-07-07,9665.7998046875,10.869999885559082,23448.876953125,10087.7998046875,9723.849609375,10729.0,-522.08,720.08,1.1522
2017-07-11,9786.0498046875,10.890000343322754,23584.326171875,10430.0,9801.650390625,10876.150390625,461.47,-2046.07,1.1828
2017-07-12,9816.099609375,11.050000190734863,23695.173828125,10401.5,9817.7998046875,10904.349609375,-1075.62,926.68,1.2337
2017-07-13,9891.7001953125,11.25,23888.373046875,10440.5498046875,9875.25,10936.650390625,-59.15,279.13,1.2479
2017-07-14,9886.349609375,11.170000076293945,23937.421875,10330.650390625,9958.25,10892.25,673.56,-136.27,1.2754
2017-07-17,9915.9501953125,11.460000038146973,24014.771484375,10445.849609375,9994.75,10936.4501953125,328.61,-447.14,1.285
2017-07-18,9827.150390625,11.489999771118164,24021.771484375,10493.2001953125,10024.2998046875,10954.400390625,317.44,-975.01,1.1689
2017-07-19,9899.599609375,11.260000228881836,24152.369140625,10583.7998046875,10234.599609375,11012.150390625,1046.65,-12.48,1.231
2017-07-20,9873.2998046875,11.319999694824219,24213.068359375,10491.150390625,10140.75,10960.7001953125,154.91,0.08,1.1254
2017-07-21,9915.25,11.09000015258789,24256.76953125,10711.5498046875,10052.400390625,10955.400390625,12.9,147.66,1.1522
2017-07-24,9966.400390625,11.3100004196167,24420.56640625,10823.5498046875,9980.5,10968.7998046875,-366.84,668.87,1.2247
2017-07-25,9964.5498046875,10.90999984741211,24520.4140625,10810.349609375,9930.5498046875,10932.5,270.77,-209.5,1.25
2017-07-26,10020.650390625,11.170000076293945,24670.412109375,10782.9501953125,10036.7998046875,11003.5498046875,-60.6,676.61,1.3545
2017-07-27,10020.5498046875,11.220000267028809,24922.111328125,10612.2998046875,9880.25,10919.0,1869.92,-660.03,1.1815
2017-07-28,10014.5,11.140000343322754,24811.01171875,10699.4501953125,9672.599609375,10934.849609375,-223.12,424.67,1.1025
2017-07-31,10077.099609375,11.899999618530273,25103.359375,10755.75,9476.400390625,11002.650390625,-1196.94,1768.43,1.1304
2017-08-02,10081.5,11.9399995803833,25054.908203125,10727.349609375,9453.9501953125,11134.25,-127.69,-166.82,1.0345
2017-08-03,10013.650390625,11.640000343322754,24674.763671875,10682.5,9336.900390625,11058.7998046875,3573.04,-1735.12,1.0309
2017-08-08,9978.5498046875,12.770000457763672,24599.21484375,10623.7001953125,9125.849609375,11117.7998046875,1539.82,798.55,0.9354
2017-08-09,9908.0498046875,13.449999809265137,24374.31640625,10613.5498046875,8766.25,10925.650390625,-256.42,487.97,0.8837
2017-08-11,9710.7998046875,15.199999809265137,23985.470703125,10647.0498046875,8521.349609375,10457.75,-3838.27,3038.16,0.8883
2017-08-14,9794.150390625,14.380000114440918,24115.46875,10587.2998046875,8758.099609375,10600.150390625,-1638.83,1619.17,0.9246
2017-08-16,9897.2998046875,14.239999771118164,24437.416015625,10659.7001953125,8859.400390625,10778.75,-1090.1,1336.91,0.9953
2017-08-17,9904.150390625,14.34000015258789,24236.96875,10797.7998046875,8797.099609375,10694.650390625,-981.05,828.59,0.988
2017-08-18,9837.400390625,14.569999694824219,24074.169921875,10570.0,8639.400390625,10676.349609375,-2182.12,584.59,0.9357
2017-08-21,9754.349609375,14.819999694824219,23936.22265625,10440.0498046875,8490.2001953125,10572.75,-1983.39,474.72,0.8755
2017-08-22,9765.5498046875,14.109999656677246,23974.169921875,10446.25,8566.650390625,10482.900390625,-828.69,435.05,0.8998
2017-08-23,9852.5,13.180000305175781,24316.517578125,10478.25,8615.849609375,10552.7998046875,-1157.52,929.84,0.9842
2017-08-24,9857.0498046875,12.569999694824219,24273.91796875,10503.900390625,8902.0498046875,10571.4501953125,-696.93,1044.38,1.0121
2017-08-28,9912.7998046875,12.640000343322754,24376.81640625,10592.2998046875,8975.0498046875,10592.349609375,-124.74,476.26,1.0115
2017-08-29,9796.0498046875,13.539999961853027,24128.66796875,10506.0,8865.0498046875,10503.5,-1459.64,1391.33,0.9159
2017-08-30,9884.400390625,12.890000343322754,24308.416015625,10493.25,8908.0498046875,10572.349609375,-12.46,290.78,0.9781
2017-08-31,9917.900390625,11.949999809265137,24318.1171875,10558.25,8859.650390625,10612.5498046875,77.58,509.71,1.2159
2017-09-01,9974.400390625,11.680000305175781,24433.716796875,10514.400390625,9071.7001953125,10823.599609375,-325.1,96.82,1.2214
2017-09-05,9952.2001953125,12.890000343322754,24328.017578125,10498.0,9037.599609375,10771.2001953125,332.87,16.92,1.1427
2017-09-06,9916.2001953125,13.119999885559082,24278.869140625,10421.650390625,8897.2998046875,10746.099609375,-100.99,324.7,1.1328
2017-09-08,9934.7998046875,12.960000038146973,24370.517578125,10456.650390625,8840.2998046875,10779.0,-841.44,553.17,1.17
2017-09-11,10006.0498046875,12.359999656677246,24671.962890625,10459.5,8804.4501953125,10839.75,-713.75,231.25,1.1837
2017-09-13,10079.2998046875,11.760000228881836,24831.51171875,10505.2998046875,9140.599609375,10916.0,-826.77,725.9,1.2731
2017-09-14,10086.599609375,11.470000267028809,24911.9609375,10496.0498046875,9380.849609375,10949.0,-1334.23,793.31,1.2651
2017-09-15,10085.400390625,11.680000305175781,24844.01171875,10599.75,9338.0,10971.4501953125,418.86,125.55,1.2279
2017-09-18,10153.099609375,11.4399995803833,25046.609375,10649.5,9339.5498046875,11104.849609375,-96.92,775.61,1.253
2017-09-19,10147.5498046875,11.470000267028809,25041.259765625,10654.849609375,9293.9501953125,11170.75,-1719.62,-77.68,1.2535
2017-09-20,10141.150390625,11.630000114440918,24964.759765625,10651.349609375,9319.849609375,11103.4501953125,-1185.44,946.23,1.2304
2017-09-21,10121.900390625,11.630000114440918,24798.9609375,10653.849609375,9629.75,11051.900390625,-1204.95,1416.55,1.1916
2017-09-22,9964.400390625,12.8100004196167,24368.56640625,10632.099609375,9465.4501953125,10927.0498046875,-1241.73,521.17,1.0018
2017-09-25,9872.599609375,13.34000015258789,24164.76953125,10569.150390625,9297.0498046875,10808.4501953125,-1249.45,1009.98,0.926
2017-09-26,9871.5,12.930000305175781,24198.869140625,10548.5,9297.900390625,10816.0,-1915.54,1537.1,0.9201
2017-09-27,9735.75,13.859999656677246,23812.671875,10544.2001953125,9036.4501953125,10646.0498046875,-856.28,1858.29,0.8263
2017-09-28,9768.9501953125,13.170000076293945,24007.87109375,10521.900390625,9111.5498046875,10683.650390625,-5328.46,5196.6,1.1326
2017-09-29,9788.599609375,12.489999771118164,24052.720703125,10475.349609375,9172.599609375,10811.25,-1546.86,2064.63,1.0633
2017-10-03,9859.5,12.460000038146973,24103.12109375,10546.099609375,9214.9501953125,10903.75,412.14,-13.91,1.0748
2017-10-05,9888.7001953125,11.710000038146973,24057.771484375,10524.650390625,9394.150390625,10931.7001953125,893.36,-229.73,1.109
2017-10-10,10016.9501953125,11.109999656677246,24347.166015625,10726.2001953125,9530.2998046875,11029.849609375,-504.82,402.15,1.2047
2017-10-11,9984.7998046875,11.729999542236328,24107.169921875,10785.25,9441.150390625,10960.2998046875,-529.22,1920.87,1.1275
2017-10-13,10167.4501953125,11.260000228881836,24688.86328125,10924.2001953125,9545.599609375,11078.2998046875,-1698.5,1590.13,1.4006
2017-10-16,10230.849609375,11.3100004196167,24702.763671875,10961.599609375,9692.5498046875,11216.849609375,-29.92,272.69,1.3846
2017-10-17,10234.4501953125,11.609999656677246,24645.3125,10942.7001953125,9740.5498046875,11221.900390625,-484.92,809.03,1.3339
2017-10-18,10210.849609375,11.539999961853027,24313.466796875,10910.150390625,9622.599609375,11167.849609375,-1251.16,904.27,1.3002
2017-10-19,10146.5498046875,12.399999618530273,24009.470703125,10890.7998046875,9593.5,11107.7001953125,-43.74,40.78,1.2026
2017-10-23,10184.849609375,12.329999923706055,24088.62109375,10997.849609375,9542.2001953125,11109.9501953125,-81.51,307.84,1.2192
2017-10-24,10207.7001953125,11.59000015258789,24221.869140625,10884.7998046875,9490.0,11080.0,-1306.76,592.28,1.2658
2017-10-25,10295.349609375,11.760000228881836,25035.609375,10925.4501953125,9346.75,11150.2998046875,3582.5,-155.71,1.3619
