date,nifty_close,india_vix,nifty_bank_close,nifty_it_close,nifty_pharma_close,nifty_auto_close,fii_net,dii_net,pcr
2015-02-12,8711.5498046875,20.15999984741211,19128.376953125,12372.0,11598.25,8654.2998046875,60.61,-78.31,0.8525
2015-02-13,8805.5,20.100000381469727,19369.474609375,12464.9501953125,11789.900390625,8759.0,390.26,95.82,0.9312
2015-02-16,8809.349609375,20.829999923706055,19189.7265625,12487.2001953125,11680.25,8792.5498046875,-182.8,280.77,0.9001
2015-02-18,8869.099609375,20.90999984741211,19296.275390625,12632.75,11741.25,8884.849609375,2187.96,327.87,0.9191
2015-02-19,8895.2998046875,20.399999618530273,19188.078125,12723.7998046875,11734.5,8871.650390625,1542.7,-195.74,0.926
2015-02-20,8833.599609375,21.270000457763672,19073.328125,12571.9501953125,11746.5,8874.650390625,-89.41,204.85,0.8788
2015-02-23,8754.9501953125,21.6299991607666,18913.1796875,12531.2998046875,11640.7998046875,8804.150390625,601.91,-163.79,0.8052
2015-02-24,8762.099609375,21.549999237060547,18883.58203125,12566.2001953125,11663.849609375,8777.7001953125,697.28,-146.98,0.8207
2015-02-25,8767.25,20.780000686645508,18732.833984375,12633.349609375,11533.5,8781.2998046875,516.06,19.7,0.8273
2015-02-26,8683.849609375,20.579999923706055,18537.884765625,12458.5,11412.2998046875,8640.7001953125,2312.15,340.79,0.897
2015-02-27,8844.599609375,19.56999969482422,19074.328125,12554.9501953125,11554.7998046875,8841.7998046875,1957.1,-491.93,0.8475
2015-03-02,8956.75,15.850000381469727,20007.8671875,12663.7001953125,12024.0498046875,8919.5498046875,-264.35,-137.31,0.8951
2015-03-03,8996.25,15.489999771118164,19960.966796875,12855.900390625,12166.2001953125,8838.7998046875,772.92,-303.88,0.937
2015-03-09,8756.75,15.8100004196167,19145.328125,12422.25,12676.900390625,8727.0498046875,-394.31,840.35,0.8736
2015-03-11,8699.9501953125,15.130000114440918,19043.779296875,12352.349609375,12515.75,8761.5,-449.84,350.31,0.8942
2015-03-12,8776.0,14.75,19141.626953125,12423.650390625,12663.7001953125,8851.650390625,-611.43,521.11,0.9187
2015-03-13,8647.75,14.970000267028809,18779.58203125,12312.150390625,12487.0498046875,8721.75,66.98,-71.55,0.8707
2015-03-16,8633.150390625,15.180000305175781,18837.130859375,12419.0498046875,12480.7001953125,8697.849609375,-762.55,158.65,0.8501
2015-03-17,8723.2998046875,15.130000114440918,19058.029296875,12383.150390625,12716.7998046875,8807.400390625,265.52,-243.69,0.8543
2015-03-18,8685.900390625,15.510000228881836,19147.02734375,12276.099609375,12732.400390625,8748.75,-457.43,-882.99,0.8413
2015-03-19,8634.650390625,15.199999809265137,18810.931640625,12275.2001953125,12799.7998046875,8719.5498046875,1428.72,53.46,0.8178
2015-03-20,8570.900390625,14.260000228881836,18606.1328125,12363.5,12622.25,8585.9501953125,354.59,-219.2,0.8102
2015-03-23,8550.900390625,14.270000457763672,18448.78515625,12244.4501953125,12622.9501953125,8597.7998046875,417.41,403.91,0.7967
2015-03-24,8542.9501953125,13.670000076293945,18331.236328125,12180.0,12853.4501953125,8480.7998046875,737.86,-631.67,0.8315
2015-03-25,8530.7998046875,13.140000343322754,18309.88671875,12225.599609375,12919.4501953125,8515.650390625,813.19,96.52,0.7976
2015-03-26,8342.150390625,15.15999984741211,17831.443359375,11902.099609375,12676.849609375,8385.349609375,-521.23,687.09,0.8701
2015-03-27,8341.400390625,14.5,18044.591796875,11968.5,12588.5498046875,8435.0,-320.52,674.76,0.8295
2015-03-30,8492.2998046875,14.260000228881836,18361.587890625,12100.849609375,12703.7998046875,8574.4501953125,-240.34,651.67,0.8587
2015-03-31,8491.0,14.489999771118164,18206.439453125,12083.0,12844.7998046875,8621.75,356.07,283.71,0.8577
2015-04-06,8659.900390625,14.569999694824219,18605.232421875,11969.25,13807.099609375,8792.0,511.9,772.04,0.978
2015-04-08,8714.400390625,14.350000381469727,18416.384765625,12214.2998046875,13831.150390625,8838.75,118.7,-112.55,1.0255
2015-04-09,8778.2998046875,14.420000076293945,18875.630859375,12279.400390625,13545.900390625,8848.150390625,-1287.12,1128.7,1.0608
2015-04-13,8834.0,14.489999771118164,18798.03125,12333.7998046875,13722.849609375,8817.849609375,417.01,46.42,1.0914
2015-04-16,8706.7001953125,14.949999809265137,18636.833984375,12059.0,13248.650390625,8666.400390625,-214.36,432.27,0.9779
2015-04-17,8606.0,15.039999961853027,18345.337890625,11803.0498046875,12809.150390625,8558.2001953125,-675.71,72.52,0.9267
2015-04-20,8448.099609375,16.299999237060547,18112.5390625,11562.2001953125,12753.849609375,8398.599609375,-1506.86,962.5,0.8489
2015-04-21,8377.75,17.030000686645508,18105.5390625,11558.400390625,12284.0,8284.900390625,17488.73,1364.83,0.8155
2015-04-22,8429.7001953125,17.209999084472656,18243.486328125,11492.0,12431.349609375,8280.2998046875,-910.15,217.98,0.8075
2015-04-23,8398.2998046875,18.5,18245.38671875,11451.5498046875,12293.0498046875,8228.7998046875,-276.83,559.6,0.814
2015-04-24,8305.25,19.110000610351562,18001.69140625,11132.25,12210.0,8164.4501953125,-775.46,896.33,0.7858
2015-04-27,8213.7998046875,18.739999771118164,17767.392578125,11097.900390625,11908.2001953125,8118.64990234375,-1749.33,1667.54,0.7416
2015-04-28,8285.599609375,17.40999984741211,18246.037109375,11052.9501953125,11984.599609375,8315.400390625,-1532.84,1537.08,0.8049
2015-04-29,8239.75,17.239999771118164,18302.4375,11094.400390625,12042.900390625,8278.5,-718.31,912.46,0.7793
2015-04-30,8181.5,17.229999542236328,18337.88671875,11001.0498046875,12057.7998046875,8188.2001953125,-3157.61,2460.8,0.9606
2015-05-05,8324.7998046875,17.360000610351562,18471.234375,11170.25,12391.7001953125,8327.2001953125,-756.52,979.19,0.9526
2015-05-06,8097.0,19.670000076293945,17799.34375,10938.849609375,12037.650390625,8089.85009765625,-550.29,879.5,0.8933
2015-05-11,8325.25,18.6299991607666,18199.5390625,11324.5498046875,12317.5,8427.5498046875,-991.87,636.15,1.015
2015-05-13,8235.4501953125,20.690000534057617,18097.23828125,11170.5,12261.400390625,8413.400390625,-71.2,254.0,0.9474
2015-05-14,8224.2001953125,20.700000762939453,18115.98828125,11093.599609375,12238.7998046875,8485.5,-73.76,302.57,0.9106
2015-05-15,8262.349609375,19.81999969482422,18182.939453125,11171.900390625,12294.650390625,8539.5498046875,-38.31,563.6,0.9203
2015-05-18,8373.650390625,17.899999618530273,18422.734375,11279.4501953125,12486.0,8600.0498046875,-202.12,618.54,1.0089
2015-05-19,8365.650390625,18.270000457763672,18380.1875,11372.2001953125,12502.349609375,8531.2998046875,48.06,451.02,0.9844
2015-05-20,8423.25,17.719999313354492,18554.935546875,11571.7001953125,12537.0498046875,8484.7998046875,123.49,103.58,1.04
2015-05-21,8421.0,17.40999984741211,18512.935546875,11618.599609375,12554.75,8549.599609375,-186.26,404.01,1.0658
2015-05-22,8458.9501953125,16.950000762939453,18433.0859375,11728.400390625,12690.099609375,8581.650390625,211.42,237.62,1.0666
2015-05-25,8370.25,16.93000030517578,18324.63671875,11623.349609375,12617.5498046875,8565.099609375,74.14,0.17,0.9862
2015-05-26,8339.349609375,17.06999969482422,18329.087890625,11581.900390625,12559.0498046875,8548.150390625,114.81,123.85,0.945
2015-05-27,8334.599609375,17.280000686645508,18538.634765625,11367.5,12506.0498046875,8369.900390625,-934.98,594.03,0.9625
2015-05-28,8319.0,17.1299991607666,18448.984375,11450.849609375,12311.900390625,8379.2998046875,-792.54,683.29,0.9661
2015-05-29,8433.650390625,16.65999984741211,18721.1328125,11575.0498046875,12511.75,8536.75,2284.3,-2267.88,0.9623
2015-06-01,8433.400390625,16.90999984741211,18616.783203125,11525.650390625,12079.7998046875,8509.349609375,-1570.76,1189.65,0.9424
2015-06-02,8236.4501953125,16.81999969482422,17977.091796875,11347.900390625,11902.849609375,8325.0498046875,-96.45,115.49,0.8943
2015-06-04,8130.64990234375,18.1200008392334,17718.994140625,11379.2001953125,11633.150390625,8130.4501953125,936.81,-170.03,0.8502
2015-06-05,8114.7001953125,18.09000015258789,17549.046875,11291.5498046875,11715.849609375,8092.2998046875,-1699.6,1454.97,0.8655
2015-06-08,8044.14990234375,18.889999389648438,17432.396484375,11238.599609375,11585.099609375,8006.14990234375,108.93,-111.78,0.8318
2015-06-10,8124.4501953125,17.079999923706055,17707.044921875,11401.7001953125,11477.400390625,8104.0498046875,480.24,-424.6,0.8308
2015-06-11,7965.35009765625,17.809999465942383,17304.19921875,11227.150390625,11308.150390625,7909.0,219.17,-39.45,0.7985
2015-06-15,8013.89990234375,17.520000457763672,17458.49609375,11093.849609375,11451.099609375,7996.2001953125,-604.86,650.47,0.8441
2015-06-16,8047.2998046875,17.170000076293945,17602.244140625,11119.2001953125,11473.7001953125,8090.85009765625,-521.65,644.81,0.844
2015-06-17,8091.5498046875,16.729999542236328,17583.845703125,11143.5,11678.9501953125,8160.9501953125,-940.91,1447.07,0.8456
2015-06-18,8174.60009765625,16.020000457763672,17733.34375,11215.349609375,11836.150390625,8258.650390625,-784.73,1110.01,0.9201
2015-06-19,8224.9501953125,15.09000015258789,17880.642578125,11243.650390625,11810.0,8305.349609375,-106.12,447.55,1.0058
2015-06-22,8353.099609375,15.489999771118164,18334.287109375,11429.7998046875,11879.349609375,8400.7001953125,651.31,-94.03,1.1058
2015-06-23,8381.5498046875,15.039999961853027,18391.13671875,11341.150390625,11910.25,8405.7998046875,-374.97,404.2,1.146
2015-06-24,8360.849609375,15.920000076293945,18365.337890625,11353.75,11997.5498046875,8326.9501953125,92.57,13.52,1.127
2015-06-25,8398.0,15.930000305175781,18492.685546875,11210.400390625,12007.25,8395.9501953125,280.21,-8.45,1.0748
2015-06-26,8381.099609375,15.760000228881836,18371.287109375,11362.5498046875,12066.849609375,8447.2001953125,-203.74,234.21,1.0274
2015-06-29,8318.400390625,17.299999237060547,18241.037109375,11133.650390625,11926.400390625,8325.0498046875,-711.88,906.38,1.08
2015-06-30,8368.5,16.93000030517578,18295.88671875,11037.400390625,12202.5498046875,8383.25,-551.38,580.59,1.0796
2015-07-01,8453.0498046875,15.850000381469727,18581.3828125,11213.599609375,12257.099609375,8482.4501953125,-1073.18,601.4,1.1123
2015-07-07,8510.7998046875,16.309999465942383,18798.28125,11143.849609375,12490.5,8488.900390625,23.54,-94.71,1.1328
2015-07-08,8363.0498046875,17.790000915527344,18462.935546875,11021.7998046875,12390.5,8287.2998046875,-93.74,34.08,1.0833
2015-07-09,8328.5498046875,17.440000534057617,18508.484375,10828.7001953125,12399.349609375,8248.5498046875,-826.92,504.11,1.0316
2015-07-10,8360.5498046875,17.06999969482422,18719.583984375,10798.25,12537.25,8234.099609375,-50.6,-218.75,1.0295
2015-07-13,8459.650390625,16.270000457763672,18893.33203125,10998.849609375,12697.7998046875,8370.75,527.98,-171.55,1.0417
2015-07-14,8454.099609375,16.010000228881836,18779.98046875,11043.849609375,12786.599609375,8305.7001953125,269.9,-130.9,1.0408
2015-07-15,8523.7998046875,15.569999694824219,18816.03125,11150.25,12912.349609375,8403.2001953125,407.69,-50.38,1.1154
2015-07-16,8608.0498046875,14.779999732971191,19167.828125,11191.599609375,13060.349609375,8434.5498046875,745.81,-98.51,1.1725
2015-07-17,8609.849609375,14.800000190734863,19094.4765625,11269.2001953125,13139.0,8473.900390625,605.56,-175.15,1.1917
2015-07-20,8603.4501953125,14.960000038146973,19032.478515625,11266.9501953125,13175.650390625,8476.349609375,714.4,-848.76,1.1761
2015-07-21,8529.4501953125,15.100000381469727,18723.18359375,11655.4501953125,12255.2998046875,8440.4501953125,-226.88,146.32,1.1151
2015-07-22,8633.5,15.130000114440918,18996.779296875,11643.75,12377.7001953125,8538.7998046875,450.32,-351.77,1.1864
2015-07-23,8589.7998046875,15.520000457763672,18864.78125,11558.7001953125,12275.400390625,8581.349609375,185.42,-276.69,1.1054
2015-07-24,8521.5498046875,15.460000038146973,18635.6328125,11464.150390625,12226.0498046875,8472.0498046875,6.62,196.38,1.0111
2015-07-27,8361.0,16.3700008392334,18212.83984375,11362.4501953125,12056.900390625,8305.650390625,-859.94,238.66,0.8724
2015-07-29,8375.0498046875,15.880000114440918,18323.1875,11470.7001953125,11978.400390625,8368.900390625,-186.24,642.69,0.8986
2015-07-30,8421.7998046875,15.329999923706055,18440.185546875,11394.5498046875,12073.099609375,8387.5,-170.68,499.65,0.8656
2015-07-31,8532.849609375,14.569999694824219,18729.6328125,11594.150390625,12353.25,8544.849609375,-277.77,1021.34,0.9174
2015-08-04,8516.900390625,14.829999923706055,18972.37890625,11415.5498046875,12361.9501953125,8703.599609375,-479.18,382.54,0.9208
2015-08-05,8567.9501953125,14.670000076293945,18928.330078125,11618.0,12572.5498046875,8795.4501953125,-437.56,1114.38,0.9505
2015-08-06,8588.650390625,14.729999542236328,19029.12890625,11616.5,12697.5,8796.9501953125,-749.12,529.82,0.9743
2015-08-07,8564.599609375,14.90999984741211,18893.33203125,11597.0498046875,12641.0498046875,8803.0,-354.32,-346.71,0.9747
2015-08-10,8525.599609375,15.470000267028809,18874.78125,11573.900390625,12638.599609375,8745.599609375,-48.89,-299.75,0.9539
2015-08-12,8349.4501953125,17.450000762939453,18059.541015625,12006.7998046875,12771.75,8407.150390625,-518.46,590.32,0.8192
2015-08-13,8355.849609375,17.020000457763672,18175.189453125,11956.099609375,12913.7001953125,8441.5498046875,-625.9,545.86,0.8233
2015-08-14,8518.5498046875,16.020000457763672,18723.3828125,12048.4501953125,13137.25,8642.099609375,403.76,179.2,0.9471
2015-08-17,8477.2998046875,16.459999084472656,18821.83203125,12001.75,13089.5498046875,8615.4501953125,142.34,183.72,0.8983
2015-08-18,8466.5498046875,16.360000610351562,18780.630859375,12159.400390625,12980.099609375,8662.5498046875,-255.42,127.5,0.9263
2015-08-19,8495.150390625,16.68000030517578,18703.033203125,12249.099609375,13335.849609375,8703.2998046875,-423.72,383.32,0.9755
2015-08-20,8372.75,16.979999542236328,18282.88671875,11985.25,13463.75,8553.5498046875,-1007.26,567.87,0.8485
2015-08-21,8299.9501953125,17.110000610351562,18056.990234375,12032.2998046875,13470.0,8381.7001953125,-2340.6,1524.1,0.8106
2015-08-24,7809.0,28.1299991607666,16811.60546875,11455.150390625,12653.2998046875,7773.4501953125,-5275.4,4097.83,0.6909
2015-08-25,7880.7001953125,26.850000381469727,17192.55078125,11376.75,12772.400390625,7920.35009765625,-2080.01,1963.09,0.711
2015-08-26,7791.85009765625,25.520000457763672,16917.453125,11284.099609375,12623.0498046875,7882.10009765625,-2345.77,1881.08,0.6834
2015-08-27,7948.9501953125,22.040000915527344,17214.201171875,11396.900390625,12995.75,7952.35009765625,-3347.35,2577.06,0.9373
2015-08-28,8001.9501953125,23.329999923706055,17211.75,11588.25,12940.75,8023.2998046875,56.41,847.43,0.9817
2015-08-31,7971.2998046875,24.600000381469727,17146.3515625,11605.7001953125,13213.2001953125,7948.5498046875,-551.19,478.59,1.0156
2015-09-01,7785.85009765625,28.719999313354492,16530.109375,11476.4501953125,13007.0498046875,7745.39990234375,-297.99,299.53,0.9823
2015-09-02,7717.0,26.649999618530273,16252.51171875,11604.7001953125,12840.349609375,7638.7001953125,-660.3,469.55,0.9463
2015-09-03,7823.0,24.1200008392334,16555.20703125,11672.849609375,12817.400390625,7738.60009765625,838.3,-35.31,0.9542
2015-09-04,7655.0498046875,26.420000076293945,16128.912109375,11413.599609375,12521.5498046875,7559.4501953125,193.81,492.79,0.9157
2015-09-07,7558.7998046875,26.350000381469727,15789.916015625,11318.2998046875,12240.0,7464.2998046875,-254.1,79.08,0.9054
2015-09-09,7818.60009765625,24.299999237060547,16631.306640625,11504.900390625,12360.0498046875,7814.85009765625,-452.13,1194.58,0.9178
2015-09-10,7788.10009765625,24.75,16597.45703125,11396.9501953125,12315.0,7875.85009765625,483.86,-369.0,0.9336
2015-09-11,7789.2998046875,24.979999542236328,16612.40625,11432.25,12341.849609375,7857.4501953125,-861.06,621.18,0.9127
2015-09-14,7872.25,24.31999969482422,16911.603515625,11520.2998046875,12495.2001953125,7890.75,58.75,183.9,0.9337
2015-09-15,7829.10009765625,23.739999771118164,16739.35546875,11536.349609375,12478.7998046875,7766.2001953125,-910.85,480.5,0.9116
2015-09-16,7899.14990234375,22.0,16964.65234375,11606.650390625,12623.7998046875,7799.10009765625,-337.27,423.81,0.9436
2015-09-18,7981.89990234375,18.290000915527344,17408.947265625,11726.7001953125,12751.2001953125,7842.5498046875,643.51,415.09,1.0029
2015-09-21,7977.10009765625,18.18000030517578,17542.697265625,11724.0498046875,12706.2998046875,7848.75,154.87,104.08,0.9909
2015-09-22,7812.0,20.350000381469727,17030.953125,11705.5498046875,12662.7998046875,7709.85009765625,-1052.24,378.26,0.9275
2015-09-23,7845.9501953125,20.690000534057617,17255.099609375,11694.0,12731.5498046875,7705.5498046875,-1330.12,891.36,0.9439
2015-09-24,7868.5,20.8799991607666,17196.451171875,11954.099609375,12826.4501953125,7721.25,-115.1,50.67,1.0157
2015-09-28,7795.7001953125,21.670000076293945,17100.1015625,11841.0498046875,12844.2001953125,7584.25,-650.01,505.59,0.9469
2015-09-29,7843.2998046875,21.56999969482422,17280.998046875,11863.9501953125,12700.099609375,7648.2001953125,-1112.59,876.2,0.9533
2015-09-30,7948.89990234375,19.6299991607666,17216.1015625,12032.099609375,12918.75,7759.60009765625,116.08,-191.78,0.961
2015-10-06,8152.89990234375,19.309999465942383,17605.14453125,11889.900390625,13275.75,7947.64990234375,-482.11,788.06,1.037
2015-10-07,8177.39990234375,19.34000015258789,17616.595703125,11683.4501953125,13332.400390625,8064.0498046875,-465.27,590.49,1.0798
2015-10-08,8129.35009765625,19.559999465942383,17474.09765625,11669.7001953125,13212.849609375,8021.75,-14.43,-50.05,1.0551
2015-10-09,8189.7001953125,18.93000030517578,17590.044921875,11807.5498046875,13277.7001953125,8051.2001953125,-121.19,66.6,1.0508
2015-10-12,8143.60009765625,19.1200008392334,17582.9453125,11630.650390625,13111.650390625,8062.60009765625,-580.28,410.92,1.0233
2015-10-13,8131.7001953125,18.020000457763672,17554.646484375,11522.599609375,13115.400390625,8078.2001953125,272.61,-273.51,1.043
2015-10-14,8107.89990234375,17.719999313354492,17543.046875,11362.900390625,13160.650390625,8010.5498046875,121.75,-207.63,1.0105
2015-10-16,8238.150390625,16.270000457763672,17912.640625,11337.7998046875,13203.5498046875,8266.650390625,436.79,102.49,1.035
2015-10-19,8275.0498046875,16.8799991607666,17854.84375,11432.150390625,13413.650390625,8245.5498046875,898.23,-246.26,1.0378
2015-10-20,8261.650390625,17.0,17830.04296875,11529.599609375,13340.9501953125,8265.400390625,523.69,-354.96,1.0406
2015-10-21,8251.7001953125,16.6200008392334,17710.345703125,11549.0498046875,13189.7998046875,8285.150390625,-48.33,-138.73,1.0507
2015-10-23,8295.4501953125,16.190000534057617,17933.841796875,11552.0,13258.5,8228.2998046875,229.18,-155.89,1.0737
2015-10-26,8260.5498046875,17.229999542236328,17814.84375,11576.349609375,13234.650390625,8232.25,724.51,-530.78,1.0915
2015-10-27,8232.900390625,16.540000915527344,17806.09375,11583.5498046875,13223.0,8272.349609375,9.5,-165.45,1.114
2015-10-28,8171.2001953125,17.040000915527344,17372.94921875,11643.2998046875,13149.150390625,8206.150390625,-731.17,160.17,1.0434
2015-10-29,8111.75,17.579999923706055,17212.0,11548.150390625,13052.0,8195.900390625,174.12,-299.2,0.8395
2015-10-30,8065.7998046875,17.8799991607666,17354.298828125,11486.900390625,13170.150390625,8091.9501953125,-1464.89,1560.11,0.8138
2015-11-02,8050.7998046875,19.479999542236328,17340.3984375,11546.25,13029.7001953125,8097.10009765625,-371.27,147.49,0.8251
2015-11-03,8060.7001953125,19.559999465942383,17325.3984375,11618.400390625,13054.5498046875,8102.89990234375,-444.65,-338.96,0.8389
2015-11-05,7955.4501953125,19.290000915527344,16994.90234375,11414.4501953125,12632.5,8194.150390625,169.97,328.57,0.7981
2015-11-06,7954.2998046875,19.469999313354492,17086.30078125,11485.4501953125,12226.650390625,8144.4501953125,-622.89,589.29,0.7762
2015-11-09,7915.2001953125,17.040000915527344,17002.802734375,11412.150390625,11989.0498046875,8246.2001953125,-754.27,411.43,0.7291
2015-11-13,7762.25,17.649999618530273,16932.65234375,11102.4501953125,11640.5498046875,8178.2998046875,-746.7,70.89,0.68
2015-11-16,7806.60009765625,17.8799991607666,17184.701171875,11003.7998046875,11711.0,8190.35009765625,-1051.26,661.71,0.6815
2015-11-17,7837.5498046875,16.969999313354492,17140.25,11035.099609375,11801.2001953125,8252.099609375,-492.45,783.02,0.6882
2015-11-18,7731.7998046875,17.420000076293945,16811.904296875,10836.7001953125,11717.7998046875,8181.0,-768.46,759.26,0.6777
2015-11-19,7842.75,15.84000015258789,17071.701171875,11032.900390625,11674.9501953125,8295.0498046875,-343.18,233.82,0.7467
2015-11-20,7856.5498046875,15.899999618530273,17055.40234375,11118.849609375,11685.349609375,8339.400390625,-94.09,610.16,0.7517
2015-11-23,7849.25,17.079999923706055,17060.05078125,11121.2001953125,11717.150390625,8395.349609375,-35.37,90.28,0.738
2015-11-24,7831.60009765625,16.25,16988.453125,11057.349609375,11637.849609375,8332.900390625,-540.12,532.13,0.7433
2015-11-26,7883.7998046875,16.690000534057617,17036.353515625,11042.9501953125,11553.2998046875,8444.599609375,-398.1,948.98,0.8257
2015-11-27,7942.7001953125,16.729999542236328,17370.748046875,11122.900390625,11567.5498046875,8443.650390625,-519.25,900.48,0.8847
2015-11-30,7935.25,16.43000030517578,17430.197265625,11206.0,11492.900390625,8481.849609375,-1043.84,601.73,0.8809
2015-12-01,7954.89990234375,15.640000343322754,17398.34765625,11256.2998046875,11608.7001953125,8419.0,244.95,-331.18,0.8468
2015-12-02,7931.35009765625,15.489999771118164,17218.30078125,11149.599609375,11723.349609375,8416.400390625,-406.28,705.53,0.8199
2015-12-03,7864.14990234375,16.059999465942383,17109.900390625,11081.900390625,11587.2998046875,8334.650390625,733.09,-381.94,0.7772
2015-12-08,7701.7001953125,15.970000267028809,16800.955078125,10981.849609375,11610.349609375,8210.349609375,-1855.02,1223.8,0.7607
2015-12-10,7683.2998046875,16.290000915527344,16710.857421875,11055.5,11368.150390625,8085.0,317.56,-175.07,0.7654
2015-12-14,7650.0498046875,17.799999237060547,16350.4599609375,11099.7001953125,11488.0,7964.0498046875,-157.07,386.47,0.7695
2015-12-15,7700.89990234375,17.34000015258789,16398.458984375,11058.25,11554.7998046875,8082.35009765625,48.67,273.93,0.7946
2015-12-16,7750.89990234375,16.729999542236328,16579.20703125,11144.900390625,11637.650390625,8035.60009765625,-503.22,1024.03,0.7942
2015-12-17,7844.35009765625,14.220000267028809,16741.3046875,11275.150390625,11771.7998046875,8149.0,638.01,-366.23,0.789
2015-12-18,7761.9501953125,14.489999771118164,16594.107421875,11122.5,11663.7998046875,8079.2001953125,-6.99,-404.98,0.7501
2015-12-21,7834.4501953125,14.229999542236328,16824.955078125,11224.75,11556.9501953125,8154.89990234375,37.37,62.7,0.7801
2015-12-22,7786.10009765625,14.479999542236328,16749.00390625,11095.4501953125,11595.900390625,8099.64990234375,168.73,238.36,0.7687
2015-12-23,7865.9501953125,13.649999618530273,16882.3046875,11195.650390625,11805.849609375,8111.0,385.82,632.64,0.7992
2015-12-24,7861.0498046875,13.75,16810.8046875,11184.900390625,11795.75,8136.60009765625,-112.03,8.05,0.8
2015-12-28,7925.14990234375,14.399999618530273,16978.953125,11271.7998046875,12009.0,8228.400390625,-302.62,987.82,0.8298
2015-12-29,7928.9501953125,14.239999771118164,16991.251953125,11253.4501953125,12022.349609375,8268.7998046875,8.49,6.44,0.8542
2015-12-30,7896.25,14.350000381469727,16917.703125,11117.599609375,11987.25,8240.2001953125,152.2,-74.41,0.8299
2015-12-31,7946.35009765625,13.869999885559082,16922.001953125,11212.5498046875,11963.5,8254.75,1123.41,-257.67,0.7659
2016-01-04,7791.2998046875,16.84000015258789,16598.95703125,11029.25,11733.7001953125,8142.85009765625,214.01,-519.91,0.829
2016-01-06,7741.0,16.549999237060547,16432.958984375,11018.150390625,11673.7998046875,8025.39990234375,259.9,-160.49,0.8142
2016-01-07,7568.2998046875,18.959999084472656,16073.6630859375,10863.2001953125,11451.650390625,7725.14990234375,-187.51,907.05,0.8003
2016-01-08,7601.35009765625,17.799999237060547,16142.462890625,10989.5498046875,11486.599609375,7744.25,726.22,-413.77,0.7759
2016-01-11,7563.85009765625,18.690000534057617,16016.0634765625,10823.900390625,11301.0,7751.64990234375,-123.96,192.1,0.7689
2016-01-12,7510.2998046875,18.709999084472656,15734.6171875,10790.349609375,11341.599609375,7721.0498046875,-402.62,237.81,0.7463
2016-01-13,7562.39990234375,18.350000381469727,15871.6650390625,10839.849609375,11321.400390625,7795.5,-75.9,618.79,0.7498
2016-01-14,7536.7998046875,18.610000610351562,15609.6181640625,10980.4501953125,11369.400390625,7684.64990234375,-1221.97,1526.22,0.7717
