date,pcr
2015-07-15,1.1154
2015-07-16,1.1725
2015-07-17,1.1917
2015-07-20,1.1761
2015-07-21,1.1151
2015-07-22,1.1864
2015-07-23,1.1054
2015-07-24,1.0111
2015-07-27,0.8724
2015-07-28,0.8586
2015-07-29,0.8986
2015-07-30,0.8656
2015-07-31,0.9174
2015-08-03,0.9203
2015-08-04,0.9208
2015-08-05,0.9505
2015-08-06,0.9743
2015-08-07,0.9747
2015-08-10,0.9539
2015-08-11,0.8803
2015-08-12,0.8192
2015-08-13,0.8233
2015-08-14,0.9471
2015-08-17,0.8983
2015-08-18,0.9263
2015-08-19,0.9755
2015-08-20,0.8485
2015-08-21,0.8106
2015-08-24,0.6909
2015-08-25,0.711
2015-08-26,0.6834
2015-08-27,0.9373
2015-08-28,0.9817
2015-08-31,1.0156
2015-09-01,0.9823
2015-09-02,0.9463
2015-09-03,0.9542
2015-09-04,0.9157
2015-09-07,0.9054
2015-09-08,0.9114
2015-09-09,0.9178
2015-09-10,0.9336
2015-09-11,0.9127
2015-09-14,0.9337
2015-09-15,0.9116
2015-09-16,0.9436
2015-09-18,1.0029
2015-09-21,0.9909
2015-09-22,0.9275
2015-09-23,0.9439
2015-09-24,1.0157
2015-09-28,0.9469
2015-09-29,0.9533
2015-09-30,0.961
2015-10-01,0.9362
2015-10-05,1.0154
2015-10-06,1.037
2015-10-07,1.0798
2015-10-08,1.0551
2015-10-09,1.0508
2015-10-12,1.0233
2015-10-13,1.043
2015-10-14,1.0105
2015-10-15,1.0171
2015-10-16,1.035
2015-10-19,1.0378
2015-10-20,1.0406
2015-10-21,1.0507
2015-10-23,1.0737
2015-10-26,1.0915
2015-10-27,1.114
2015-10-28,1.0434
2015-10-29,0.8395
2015-10-30,0.8138
2015-11-02,0.8251
2015-11-03,0.8389
2015-11-04,0.8318
2015-11-05,0.7981
2015-11-06,0.7762
2015-11-09,0.7291
2015-11-10,0.6879
2015-11-11,0.6861
2015-11-13,0.68
2015-11-16,0.6815
2015-11-17,0.6882
2015-11-18,0.6777
2015-11-19,0.7467
2015-11-20,0.7517
2015-11-23,0.738
2015-11-24,0.7433
2015-11-26,0.8257
2015-11-27,0.8847
2015-11-30,0.8809
2015-12-01,0.8468
2015-12-02,0.8199
2015-12-03,0.7772
2015-12-04,0.7749
2015-12-07,0.756
2015-12-08,0.7607
2015-12-09,0.758
2015-12-10,0.7654
2015-12-11,0.7302
2015-12-14,0.7695
2015-12-15,0.7946
2015-12-16,0.7942
2015-12-17,0.789
2015-12-18,0.7501
2015-12-21,0.7801
2015-12-22,0.7687
2015-12-23,0.7992
2015-12-24,0.8
2015-12-28,0.8298
2015-12-29,0.8542
2015-12-30,0.8299
2015-12-31,0.7659
2016-01-01,0.7597
2016-01-04,0.829
2016-01-05,0.8219
2016-01-06,0.8142
2016-01-07,0.8003
2016-01-08,0.7759
2016-01-11,0.7689
2016-01-12,0.7463
2016-01-13,0.7498
2016-01-14,0.7717
2016-01-15,0.7442
2016-01-18,0.729
2016-01-19,0.7413
2016-01-20,0.7451
2016-01-21,0.7426
2016-01-22,0.7988
2016-01-25,0.7798
2016-01-27,0.7809
2016-01-28,0.8664
2016-01-29,0.8764
2016-02-01,0.8403
2016-02-02,0.7789
2016-02-03,0.7632
2016-02-04,0.7695
2016-02-05,0.8001
2016-02-08,0.7712
2016-02-09,0.7825
2016-02-11,0.7225
2016-02-12,0.7131
2016-02-15,0.7519
2016-02-16,0.7296
2016-02-17,0.7422
2016-02-18,0.76
2016-02-19,0.7477
2016-02-22,0.7415
2016-02-23,0.6882
2016-02-24,0.6483
2016-02-25,0.8375
2016-02-26,0.8114
2016-02-29,0.7953
2016-03-01,0.8568
2016-03-02,0.9076
2016-03-03,0.9685
2016-03-04,0.9694
2016-03-08,0.9661
2016-03-09,0.9698
2016-03-10,0.934
2016-03-11,0.9254
2016-03-14,0.9301
2016-03-15,0.9183
2016-03-16,0.9248
2016-03-17,0.9209
2016-03-18,0.9612
2016-03-21,1.025
2016-03-22,1.0161
2016-03-23,1.0073
2016-03-28,0.9199
2016-03-29,0.9314
2016-03-30,1.0437
2016-03-31,0.7552
2016-04-01,0.8119
2016-04-04,0.81
2016-04-05,0.7399
2016-04-06,0.7232
2016-04-07,0.7048
2016-04-08,0.7003
2016-04-11,0.765
2016-04-12,0.7895
2016-04-13,0.9189
