date,dii_long,dii_short,dii_net,fii_long,fii_short,fii_net,pcr
2015-01-01,250074.0,342618.0,-92544.0,2327603.0,1833876.0,493727.0,1.1056
2015-01-02,248454.0,346637.8521,-98183.85210000002,2354054.785,1839106.17,514948.6150000002,1.1144
2015-01-05,247899.0,352629.0,-104730.0,2387290.0,1895266.0,492024.0,1.0771
2015-01-06,255634.0,339134.0,-83500.0,2395588.0,1972852.0,422736.0,0.9496
2015-01-07,258034.0,331356.0,-73322.0,2464713.0,2028561.0,436152.0,0.9467
2015-01-08,254382.0,330767.0,-76385.0,2504984.0,2041063.0,463921.0,0.9971
2015-01-09,255285.0,325940.0,-70655.0,2578652.0,2061225.0,517427.0,1.0823
2015-01-12,255438.0,323339.0,-67901.0,2603343.0,2099238.0,504105.0,1.1427
2015-01-13,269122.0,319000.0,-49878.0,2655544.0,2110494.0,545050.0,1.1145
2015-01-14,268893.0,315584.0,-46691.0,2694739.0,2136700.0,558039.0,1.083
2015-01-15,255993.0,323758.0,-67765.0,3006031.0,2131567.0,874464.0,1.1768
2015-01-16,256965.0,331070.0,-74105.0,3043735.0,2146439.0,897296.0,1.2131
2015-01-19,256124.0,331885.0,-75761.0,3048861.0,2173060.0,875801.0,1.2478
2015-01-20,254806.0,337127.0,-82321.0,3245612.0,2237254.0,1008358.0,1.3044
2015-01-21,257048.0,336621.0,-79573.0,3328569.0,2323753.0,1004816.0,1.3125
2015-01-22,284528.0,337741.0,-53213.0,3355763.0,2395934.0,959829.0,1.3049
2015-01-23,291898.0,342958.0,-51060.0,3418134.0,2457132.0,961002.0,1.304
2015-01-27,292852.0,349070.0,-56218.0,3542753.0,2524817.0,1017936.0,1.3706
2015-01-28,295629.0,349686.0,-54057.0,3715779.0,2766156.0,949623.0,1.326
2015-01-29,288531.0,327509.0,-38978.0,2401888.0,1966844.0,435044.0,0.9736
2015-01-30,289131.0,341809.0,-52678.0,2525357.0,2084589.0,440768.0,0.8886
2015-02-02,291853.0,345873.0,-54020.0,2560607.0,2144980.0,415627.0,0.8501
2015-02-03,305824.0,339959.0,-34135.0,2593449.0,2204638.0,388811.0,0.821
2015-02-04,316510.0,339439.0,-22929.0,2611583.0,2226291.0,385292.0,0.8253
2015-02-05,320821.0,339620.0,-18799.0,2624614.0,2223855.0,400759.0,0.8454
2015-02-06,320947.0,338588.0,-17641.0,2577304.0,2276857.0,300447.0,0.8244
2015-02-09,333232.0,333211.0,21.0,2650603.0,2404024.0,246579.0,0.832
2015-02-10,326749.0,331974.0,-5225.0,2724699.0,2460183.0,264516.0,0.8174
2015-02-11,327089.0,334161.0,-7072.0,2705832.0,2457962.0,247870.0,0.8345
2015-02-12,328421.0,341799.0,-13378.0,2716418.0,2498610.0,217808.0,0.8525
2015-02-13,329898.0,357489.0,-27591.0,2779040.0,2506610.0,272430.0,0.9312
2015-02-16,330692.0,361281.0,-30589.0,2772144.0,2519725.0,252419.0,0.9001
2015-02-18,331903.0,365779.0,-33876.0,2795801.0,2527412.0,268389.0,0.9191
2015-02-19,333497.0,366899.0,-33402.0,2739545.0,2505346.0,234199.0,0.926
2015-02-20,336314.0,365788.0,-29474.0,2727683.0,2525324.0,202359.0,0.8788
2015-02-23,349083.0,363574.0,-14491.0,2730886.0,2566312.0,164574.0,0.8052
2015-02-24,357354.0,357532.0,-178.0,2782974.0,2585613.0,197361.0,0.8207
2015-02-25,342565.0,356351.0,-13786.0,2851961.0,2708651.0,143310.0,0.8273
2015-02-26,341464.0,344069.0,-2605.0,1893301.0,2116801.0,-223500.0,0.897
2015-02-27,346211.0,360485.0,-14274.0,2096058.0,2209131.0,-113073.0,0.8475
2015-03-02,353492.0,379137.0,-25645.0,2391682.0,2260720.0,130962.0,0.8951
2015-03-03,350580.0,385856.0,-35276.0,2491361.0,2295697.0,195664.0,0.937
2015-03-04,350198.0,378835.0,-28637.0,2549642.0,2307216.0,242426.0,0.9312
2015-03-05,334115.0,385879.0,-51764.0,2542616.0,2304503.0,238113.0,0.9372
2015-03-09,332487.0,377730.0,-45243.0,2613871.0,2313466.0,300405.0,0.8736
2015-03-10,336352.0,369313.0,-32961.0,2604116.0,2324896.0,279220.0,0.8885
2015-03-11,337003.0,375201.0,-38198.0,2631000.0,2342983.0,288017.0,0.8942
2015-03-12,321764.0,378063.0,-56299.0,2667230.0,2361535.0,305695.0,0.9187
2015-03-13,327676.0,373738.0,-46062.0,2773529.0,2378189.0,395340.0,0.8707
2015-03-16,328642.0,376322.0,-47680.0,2788502.0,2430964.0,357538.0,0.8501
2015-03-17,328567.0,378364.0,-49797.0,2826099.0,2428134.0,397965.0,0.8543
2015-03-18,330775.0,376974.0,-46199.0,2896350.0,2491808.0,404542.0,0.8413
2015-03-19,336560.0,381531.0,-44971.0,2944257.0,2481128.0,463129.0,0.8178
2015-03-20,338397.0,382279.0,-43882.0,2904740.0,2531749.0,372991.0,0.8102
2015-03-23,338408.0,386147.0,-47739.0,2894731.0,2554786.0,339945.0,0.7967
2015-03-24,342798.0,390001.0,-47203.0,2964918.0,2590419.0,374499.0,0.8315
2015-03-25,336436.0,390420.0,-53984.0,2995555.0,2623347.0,372208.0,0.7976
2015-03-26,308840.0,374363.0,-65523.0,2019671.0,2011570.0,8101.0,0.8701
2015-03-27,313388.0,381052.0,-67664.0,2255184.0,2081297.0,173887.0,0.8295
2015-03-30,316137.0,383514.0,-67377.0,2331417.0,2082746.0,248671.0,0.8587
2015-03-31,322001.0,391134.0,-69133.0,2391230.0,2072139.0,319091.0,0.8577
2015-04-01,321707.0,389480.0,-67773.0,2551201.0,2152338.0,398863.0,0.9654
2015-04-06,321871.0,390625.0,-68754.0,2613684.0,2181093.0,432591.0,0.978
2015-04-07,323154.0,394364.0,-71210.0,2677840.0,2198068.0,479772.0,1.0001
2015-04-08,328736.0,394413.0,-65677.0,2737288.0,2205633.0,531655.0,1.0255
2015-04-09,331831.0,389779.0,-57948.0,2758026.0,2193644.0,564382.0,1.0608
2015-04-10,332077.0,390303.0,-58226.0,2799897.0,2217287.0,582610.0,1.0589
2015-04-13,332257.0,389455.0,-57198.0,2835202.0,2259462.0,575740.0,1.0914
2015-04-15,342790.0,389999.0,-47209.0,2895196.0,2282611.0,612585.0,1.0273
2015-04-16,344457.0,385061.0,-40604.0,3007807.0,2334113.0,673694.0,0.9779
2015-04-17,350460.0,393090.0,-42630.0,3085086.0,2398178.0,686908.0,0.9267
2015-04-20,362191.0,387196.0,-25005.0,3071126.0,2411702.0,659424.0,0.8489
2015-04-21,361452.0,393705.0,-32253.0,3191467.0,2549106.0,642361.0,0.8155
2015-04-22,364229.0,401052.0,-36823.0,3254772.0,2610706.0,644066.0,0.8075
2015-04-23,367502.0,405230.0,-37728.0,3244906.0,2612631.0,632275.0,0.814
2015-04-24,369114.0,410579.0,-41465.0,3254294.0,2612281.0,642013.0,0.7858
2015-04-27,368988.0,419237.0,-50249.0,3260711.0,2644398.0,616313.0,0.7416
2015-04-28,367597.0,433541.0,-65944.0,3304662.0,2686737.0,617925.0,0.8049
2015-04-29,358923.0,443953.0,-85030.0,3316843.0,2754065.0,562778.0,0.7793
2015-04-30,325801.0,525957.0,-200156.0,2212456.0,2200178.0,12278.0,0.9606
2015-05-04,328786.0,531877.0,-203091.0,2456962.0,2311566.0,145396.0,0.9826
2015-05-05,329176.0,540278.0,-211102.0,2494132.0,2320457.0,173675.0,0.9526
2015-05-06,334115.0,533052.0,-198937.0,2514622.0,2411598.0,103024.0,0.8933
2015-05-07,339750.0,518550.0,-178800.0,2584619.0,2450130.0,134489.0,0.9028
2015-05-08,339411.0,523356.0,-183945.0,2706773.0,2425394.0,281379.0,0.9332
2015-05-11,338292.0,526075.0,-187783.0,2802931.0,2429741.0,373190.0,1.015
2015-05-12,340477.0,514586.0,-174109.0,2942877.0,2409375.0,533502.0,0.9166
2015-05-13,339593.0,519247.0,-179654.0,3008784.0,2462351.0,546433.0,0.9474
2015-05-14,344546.0,523704.0,-179158.0,2989353.0,2536733.0,452620.0,0.9106
2015-05-15,346651.0,524631.0,-177980.0,3021345.0,2546928.0,474417.0,0.9203
2015-05-18,349437.0,525213.0,-175776.0,3062830.0,2529373.0,533457.0,1.0089
2015-05-19,345981.0,534670.0,-188689.0,3116962.0,2498367.0,618595.0,0.9844
2015-05-20,350897.0,537564.0,-186667.0,3182262.0,2501581.0,680681.0,1.04
2015-05-21,351895.0,545003.0,-193108.0,3226528.0,2538824.0,687704.0,1.0658
2015-05-22,353906.0,550578.0,-196672.0,3346038.0,2595314.0,750724.0,1.0666
2015-05-25,353341.0,556182.0,-202841.0,3369793.0,2604091.0,765702.0,0.9862
2015-05-26,353221.0,565635.0,-212414.0,3453466.0,2685342.0,768124.0,0.945
2015-05-27,353093.0,584395.0,-231302.0,3460508.0,2728465.0,732043.0,0.9625
2015-05-28,332433.0,579704.0,-247271.0,2197341.0,2058806.0,138535.0,0.9661
2015-05-29,333951.0,611700.0,-277749.0,2511653.0,2122121.0,389532.0,0.9623
2015-06-01,335359.0,621375.0,-286016.0,2564144.0,2206968.0,357176.0,0.9424
2015-06-02,358328.0,615967.0,-257639.0,2602084.0,2291456.0,310628.0,0.8943
2015-06-03,369372.0,616081.0,-246709.0,2711143.0,2314308.0,396835.0,0.8511
2015-06-04,372891.0,615373.0,-242482.0,2823417.0,2339405.0,484012.0,0.8502
2015-06-05,374200.0,612074.0,-237874.0,2883054.0,2408045.0,475009.0,0.8655
2015-06-08,377162.0,614472.0,-237310.0,2904221.0,2405908.0,498313.0,0.8318
2015-06-09,375620.0,611324.0,-235704.0,2990837.0,2457259.0,533578.0,0.8108
2015-06-10,373387.0,609029.0,-235642.0,3042226.0,2451469.0,590757.0,0.8308
2015-06-11,384019.0,606413.0,-222394.0,3160403.0,2560959.0,599444.0,0.7985
2015-06-12,390223.0,598280.0,-208057.0,3227477.0,2622515.0,604962.0,0.8077
2015-06-15,390070.0,603823.0,-213753.0,3222936.0,2639953.0,582983.0,0.8441
2015-06-16,394301.0,611800.0,-217499.0,3229069.0,2645646.0,583423.0,0.844
2015-06-17,391669.0,614931.0,-223262.0,3312958.0,2680532.0,632426.0,0.8456
2015-06-18,394986.0,630951.0,-235965.0,3462658.0,2695515.0,767143.0,0.9201
2015-06-19,397601.0,642271.0,-244670.0,3524024.0,2695698.0,828326.0,1.0058
2015-06-22,399753.0,655677.0,-255924.0,3653887.0,2641736.0,1012151.0,1.1058
2015-06-23,399816.0,674909.0,-275093.0,3793423.0,2598958.0,1194465.0,1.146
2015-06-24,389872.0,685038.0,-295166.0,3978361.0,2667287.0,1311074.0,1.127
2015-06-25,275467.0,664703.0,-389236.0,2462432.0,1565276.0,897156.0,1.0748
2015-06-26,283124.0,677665.0,-394541.0,2588198.0,1628082.0,960116.0,1.0274
2015-06-29,297747.0,683306.0,-385559.0,2752753.0,1683782.0,1068971.0,1.08
2015-06-30,300283.0,706839.0,-406556.0,2845103.0,1739270.0,1105833.0,1.0796
2015-07-01,302795.0,709874.0,-407079.0,2951014.0,1765521.0,1185493.0,1.1123
2015-07-02,301325.0,707801.0,-406476.0,3047125.0,1791727.0,1255398.0,1.1009
2015-07-03,301672.0,706186.0,-404514.0,3162717.0,1815089.0,1347628.0,1.1157
2015-07-06,304661.0,715748.0,-411087.0,3208307.0,1903034.0,1305273.0,1.131
2015-07-07,305131.0,718390.0,-413259.0,3390816.0,1998482.0,1392334.0,1.1328
2015-07-08,307071.0,720200.0,-413129.0,3480062.0,2085087.0,1394975.0,1.0833
2015-07-09,309191.0,724832.0,-415641.0,3505121.0,2153162.0,1351959.0,1.0316
2015-07-10,315638.0,743134.0,-427496.0,3556915.0,2202037.0,1354878.0,1.0295
2015-07-13,313986.0,741031.0,-427045.0,3592366.0,2290911.0,1301455.0,1.0417
2015-07-14,313033.0,743771.0,-430738.0,3656489.0,2289919.0,1366570.0,1.0408
2015-07-15,310581.0,742913.0,-432332.0,3747940.0,2279801.0,1468139.0,1.1154
2015-07-16,308899.0,752898.0,-443999.0,3882214.0,2305952.0,1576262.0,1.1725
2015-07-17,314742.0,751334.0,-436592.0,3965446.0,2382756.0,1582690.0,1.1917
2015-07-20,311338.0,753777.0,-442439.0,3975306.0,2454166.0,1521140.0,1.1761
2015-07-21,307457.0,757323.0,-449866.0,3957561.0,2437683.0,1519878.0,1.1151
2015-07-22,307241.0,762540.0,-455299.0,3996350.0,2473172.0,1523178.0,1.1864
2015-07-23,307552.0,768782.0,-461230.0,4034963.0,2594562.0,1440401.0,1.1054
2015-07-24,313118.0,783337.0,-470219.0,4014441.0,2632922.0,1381519.0,1.0111
2015-07-27,312181.0,787731.0,-475550.0,4053111.0,2717985.0,1335126.0,0.8724
2015-07-28,318539.0,787417.0,-468878.0,4144749.0,2820064.0,1324685.0,0.8586
2015-07-29,322592.0,789719.0,-467127.0,4166502.0,2819794.0,1346708.0,0.8986
2015-07-30,304594.0,766072.0,-461478.0,2609532.0,1882507.0,727025.0,0.8656
2015-07-31,305358.0,792967.0,-487609.0,2778234.0,1942287.0,835947.0,0.9174
2015-08-03,306454.0,794194.0,-487740.0,2807773.0,1952959.0,854814.0,0.9203
2015-08-04,303521.0,785715.0,-482194.0,2909137.0,2026614.0,882523.0,0.9208
2015-08-05,305569.0,784033.0,-478464.0,2983743.0,2053187.0,930556.0,0.9505
2015-08-06,305316.0,781184.0,-475868.0,3049664.0,2081278.0,968386.0,0.9743
2015-08-07,310125.0,776025.0,-465900.0,3093502.0,2124130.0,969372.0,0.9747
2015-08-10,310256.0,775386.0,-465130.0,3141446.0,2146601.0,994845.0,0.9539
2015-08-11,313351.0,769943.0,-456592.0,3193915.0,2182304.0,1011611.0,0.8803
2015-08-12,327382.0,768979.0,-441597.0,3282831.0,2241163.0,1041668.0,0.8192
2015-08-13,329158.0,753700.0,-424542.0,3329090.0,2253680.0,1075410.0,0.8233
2015-08-14,323590.0,758456.0,-434866.0,3360450.0,2255842.0,1104608.0,0.9471
2015-08-17,316013.0,757478.0,-441465.0,3343780.0,2255686.0,1088094.0,0.8983
2015-08-18,315994.0,758301.0,-442307.0,3377705.0,2256508.0,1121197.0,0.9263
2015-08-19,314991.0,760048.0,-445057.0,3414515.0,2271312.0,1143203.0,0.9755
2015-08-20,319426.0,749706.0,-430280.0,3423623.0,2325697.0,1097926.0,0.8485
2015-08-21,321993.0,747866.0,-425873.0,3485885.0,2431542.0,1054343.0,0.8106
2015-08-24,350877.0,729034.0,-378157.0,3774475.0,2711966.0,1062509.0,0.6909
2015-08-25,367167.0,743736.0,-376569.0,3911710.0,2829462.0,1082248.0,0.711
2015-08-26,373584.0,760885.0,-387301.0,4059013.0,3014758.0,1044255.0,0.6834
2015-08-27,351539.0,780494.0,-428955.0,2775110.0,1978928.0,796182.0,0.9373
2015-08-28,349999.0,779324.0,-429325.0,3183387.0,2105108.0,1078279.0,0.9817
2015-08-31,335158.0,789248.0,-454090.0,3365879.0,2160258.0,1205621.0,1.0156
2015-09-01,344231.0,784934.0,-440703.0,3475647.0,2257805.0,1217842.0,0.9823
2015-09-02,359683.0,784587.0,-424904.0,3550034.0,2374275.0,1175759.0,0.9463
2015-09-03,359775.0,783082.0,-423307.0,3731095.0,2501441.0,1229654.0,0.9542
2015-09-04,362432.0,777976.0,-415544.0,3904445.0,2638262.0,1266183.0,0.9157
2015-09-07,366390.0,777646.0,-411256.0,3937389.0,2743358.0,1194031.0,0.9054
2015-09-08,376289.0,784030.0,-407741.0,4006603.0,2842045.0,1164558.0,0.9114
2015-09-09,376858.0,779593.0,-402735.0,4002213.0,2764206.0,1238007.0,0.9178
2015-09-10,378942.0,778618.0,-399676.0,4084540.0,2846015.0,1238525.0,0.9336
2015-09-11,378548.0,778227.0,-399679.0,4107768.0,2892976.0,1214792.0,0.9127
2015-09-14,376147.0,778369.0,-402222.0,4144784.0,2929921.0,1214863.0,0.9337
2015-09-15,373047.0,776636.0,-403589.0,4123897.0,2978696.0,1145201.0,0.9116
2015-09-16,368801.0,768913.0,-400112.0,4132705.0,2978639.0,1154066.0,0.9436
2015-09-18,364314.0,768786.0,-404472.0,4224232.0,2926180.0,1298052.0,1.0029
2015-09-21,362649.0,768316.0,-405667.0,4335784.0,3023867.0,1311917.0,0.9909
2015-09-22,368610.0,761868.0,-393258.0,4575154.0,3179757.0,1395397.0,0.9275
2015-09-23,374878.0,769519.0,-394641.0,4639942.0,3254309.0,1385633.0,0.9439
2015-09-24,264300.0,742543.0,-478243.0,2292180.0,1759559.0,532621.0,1.0157
2015-09-28,270829.0,755170.0,-484341.0,2417574.0,1818426.0,599148.0,0.9469
2015-09-29,271972.0,773634.0,-501662.0,2630961.0,1875330.0,755631.0,0.9533
2015-09-30,274318.0,783289.0,-508971.0,2667928.0,1913054.0,754874.0,0.961
2015-10-01,271497.3333,784853.0,-513355.6667,2678004.333,1892084.333,785920.0,0.9362
2015-10-05,264336.0,780170.0,-515834.0,2798029.0,1919086.0,878943.0,1.0154
2015-10-06,250834.0,769869.0,-519035.0,2879477.0,1944204.0,935273.0,1.037
2015-10-07,250485.0,771466.0,-520981.0,2941267.0,1986219.0,955048.0,1.0798
2015-10-08,249016.0,772475.0,-523459.0,3000454.0,2027416.0,973038.0,1.0551
2015-10-09,250021.0,766310.0,-516289.0,3055694.0,2026052.0,1029642.0,1.0508
2015-10-12,250704.0,763228.0,-512524.0,3082870.0,2069883.0,1012987.0,1.0233
2015-10-13,253750.0,763821.0,-510071.0,3063420.0,2114889.0,948531.0,1.043
2015-10-14,257510.0,759421.0,-501911.0,2973178.0,2159361.0,813817.0,1.0105
2015-10-15,262120.0,756057.0,-493937.0,2991255.0,2165153.0,826102.0,1.0171
2015-10-16,265150.0,752643.0,-487493.0,3008436.0,2249953.0,758483.0,1.035
2015-10-19,259708.0,745568.0,-485860.0,3038810.0,2270455.0,768355.0,1.0378
2015-10-20,255504.0,733505.0,-478001.0,3039893.0,2270781.0,769112.0,1.0406
2015-10-21,254222.0,726325.0,-472103.0,3047889.0,2343501.0,704388.0,1.0507
2015-10-23,254176.0,715726.0,-461550.0,3024025.0,2276871.0,747154.0,1.0737
2015-10-26,251192.0,678150.0,-426958.0,2918006.0,2142743.0,775263.0,1.0915
2015-10-27,254362.0,627709.0,-373347.0,2724782.0,2021123.0,703659.0,1.114
2015-10-28,236710.0,531851.0,-295141.0,2466377.0,1911004.0,555373.0,1.0434
2015-10-29,207176.0,405287.0,-198111.0,1025270.0,872494.0,152776.0,0.8395
2015-10-30,217090.0,424016.0,-206926.0,1133495.0,933741.0,199754.0,0.8138
2015-11-02,223410.0,423464.0,-200054.0,1201681.0,971828.0,229853.0,0.8251
2015-11-03,223680.3333,422354.0,-198673.6667,1239838.667,995241.6667,244597.00029999996,0.8389
2015-11-04,219842.3333,419504.0,-199661.6667,1255552.0,1019155.0,236397.0,0.8318
2015-11-05,220591.0,418621.0,-198030.0,1247088.0,1081921.0,165167.0,0.7981
2015-11-06,244806.0,420624.0,-175818.0,1253123.0,1120995.0,132128.0,0.7762
2015-11-09,249222.0,420863.0,-171641.0,1261725.0,1197273.0,64452.0,0.7291
2015-11-10,252693.0,421827.0,-169134.0,1295729.0,1217100.0,78629.0,0.6879
2015-11-11,252693.0,421827.0,-169134.0,1295725.0,1215948.0,79777.0,0.6861
2015-11-13,254748.0,420442.0,-165694.0,1313928.0,1242661.0,71267.0,0.68
2015-11-16,260289.0,422492.0,-162203.0,1344507.0,1266414.0,78093.0,0.6815
2015-11-17,260451.0,421319.0,-160868.0,1361450.0,1275597.0,85853.0,0.6882
2015-11-18,264002.0,421245.0,-157243.0,1381523.0,1289382.0,92141.0,0.6777
2015-11-19,262740.0,422431.0,-159691.0,1400580.0,1260289.0,140291.0,0.7467
2015-11-20,261035.0,425097.0,-164062.0,1415385.0,1259602.0,155783.0,0.7517
2015-11-23,262812.0,424812.0,-162000.0,1472940.0,1318241.0,154699.0,0.738
2015-11-24,264640.0,429122.0,-164482.0,1507616.0,1345244.0,162372.0,0.7433
2015-11-26,233711.0,431685.0,-197974.0,1007286.0,925137.0,82149.0,0.8257
2015-11-27,233918.0,437714.0,-203796.0,1119603.0,970366.0,149237.0,0.8847
2015-11-30,234776.0,446357.0,-211581.0,1164468.0,994704.0,169764.0,0.8809
2015-12-01,232741.0,446787.0,-214046.0,1227135.0,1042773.0,184362.0,0.8468
2015-12-02,233239.0,441867.0,-208628.0,1253658.0,1062819.0,190839.0,0.8199
2015-12-03,233183.0,440631.0,-207448.0,1292869.0,1099598.0,193271.0,0.7772
2015-12-04,240601.0,442005.0,-201404.0,1302078.0,1123587.0,178491.0,0.7749
2015-12-07,243918.0,443022.0,-199104.0,1300363.0,1133596.0,166767.0,0.756
2015-12-08,244495.0,441976.0,-197481.0,1312578.0,1151527.0,161051.0,0.7607
2015-12-09,245996.0,440477.0,-194481.0,1365322.0,1200847.0,164475.0,0.758
2015-12-10,246203.0,440110.0,-193907.0,1390973.0,1229330.0,161643.0,0.7654
2015-12-11,246172.0,435318.0,-189146.0,1403675.0,1250501.0,153174.0,0.7302
2015-12-14,246627.0,434148.0,-187521.0,1459095.0,1277184.0,181911.0,0.7695
2015-12-15,248791.0,430223.0,-181432.0,1452372.0,1300376.0,151996.0,0.7946
2015-12-16,251174.0,423574.0,-172400.0,1474341.0,1300391.0,173950.0,0.7942
2015-12-17,250430.0,419919.0,-169489.0,1437873.0,1268165.0,169708.0,0.789
2015-12-18,250212.0,422163.0,-171951.0,1413989.0,1257738.0,156251.0,0.7501
2015-12-21,249381.0,418537.0,-169156.0,1429646.0,1267594.0,162052.0,0.7801
2015-12-22,249896.0,414575.0,-164679.0,1421145.0,1249739.0,171406.0,0.7687
2015-12-23,252093.0,414324.0,-162231.0,1435788.0,1252158.0,183630.0,0.7992
2015-12-24,249622.0,413658.0,-164036.0,1439786.0,1254353.0,185433.0,0.8
2015-12-28,249923.0,407294.0,-157371.0,1478186.0,1263533.0,214653.0,0.8298
2015-12-29,248171.0,410757.0,-162586.0,1514251.0,1296349.0,217902.0,0.8542
2015-12-30,243829.0,413790.0,-169961.0,1552084.0,1341068.0,211016.0,0.8299
2015-12-31,208944.0,402101.0,-193157.0,868186.0,940595.6667,-72409.66669999994,0.7659
2016-01-01,208500.0,402365.0,-193865.0,896415.0,962361.0,-65946.0,0.7597
2016-01-04,208770.0,403566.0,-194796.0,1039662.0,1034943.0,4719.0,0.829
2016-01-05,208988.0,403647.0,-194659.0,1109897.0,1085247.0,24650.0,0.8219
2016-01-06,210159.0,401944.0,-191785.0,750251.0,1122953.0,-372702.0,0.8142
2016-01-07,212525.0,399960.0,-187435.0,1243529.0,1180372.0,63157.0,0.8003
2016-01-08,212604.0,401778.0,-189174.0,1276912.0,1224809.0,52103.0,0.7759
2016-01-11,217357.0,402356.0,-184999.0,1330568.0,1266616.0,63952.0,0.7689
2016-01-12,218351.0,401340.0,-182989.0,1361248.0,1308583.0,52665.0,0.7463
2016-01-13,219787.0,399623.0,-179836.0,1409529.0,1328918.0,80611.0,0.7498
2016-01-14,221095.0,398898.0,-177803.0,1444183.0,1349633.0,94550.0,0.7717
2016-01-15,222251.0,397122.0,-174871.0,1480498.0,1386594.0,93904.0,0.7442
2016-01-18,224743.0,401965.0,-177222.0,1521133.0,1423455.0,97678.0,0.729
2016-01-19,228933.0,405248.0,-176315.0,1569973.0,1442949.0,127024.0,0.7413
2016-01-20,229680.0,407268.0,-177588.0,1641560.0,1449878.0,191682.0,0.7451
2016-01-21,229627.0,414181.0,-184554.0,1664429.0,1460413.0,204016.0,0.7426
2016-01-22,229028.0,419493.0,-190465.0,1695022.0,1444030.0,250992.0,0.7988
2016-01-25,229247.0,420695.0,-191448.0,1713819.0,1467766.0,246053.0,0.7798
2016-01-27,227062.0,423597.0,-196535.0,1781568.0,1512549.0,269019.0,0.7809
2016-01-28,217529.0,430342.0,-212813.0,1061610.0,944356.0,117254.0,0.8664
2016-01-29,223419.0,434692.0,-211273.0,1185203.0,989652.0,195551.0,0.8764
2016-02-01,223467.0,432280.0,-208813.0,1271791.0,1029138.0,242653.0,0.8403
2016-02-02,223891.0,425417.0,-201526.0,1276448.0,1059111.0,217337.0,0.7789
2016-02-03,228107.0,422101.0,-193994.0,1302087.0,1091685.0,210402.0,0.7632
2016-02-04,230064.0,419350.0,-189286.0,1359190.0,1118203.0,240987.0,0.7695
2016-02-05,231022.0,424500.0,-193478.0,1403000.0,1138010.0,264990.0,0.8001
2016-02-08,231614.0,424701.0,-193087.0,1421651.0,1140615.0,281036.0,0.7712
2016-02-09,232428.0,427458.0,-195030.0,1476724.0,1152866.0,323858.0,0.7825
2016-02-11,234551.0,426557.0,-192006.0,1569989.0,1262312.0,307677.0,0.7225
2016-02-12,238132.0,425457.0,-187325.0,1606185.0,1299849.0,306336.0,0.7131
2016-02-15,238011.0,423530.0,-185519.0,1665668.0,1300832.0,364836.0,0.7519
2016-02-16,240360.0,422147.0,-181787.0,1675200.0,1313118.0,362082.0,0.7296
2016-02-17,235632.0,425217.0,-189585.0,1695064.0,1339257.0,355807.0,0.7422
2016-02-18,235547.0,425241.0,-189694.0,1733922.0,1370687.0,363235.0,0.76
2016-02-19,233084.0,428587.0,-195503.0,1692823.0,1382696.0,310127.0,0.7477
2016-02-22,231471.0,431604.0,-200133.0,1709632.0,1402069.0,307563.0,0.7415
2016-02-23,231013.0,434530.0,-203517.0,1706196.0,1410045.0,296151.0,0.6882
2016-02-24,231374.0,437581.0,-206207.0,1710914.0,1419027.0,291887.0,0.6483
2016-02-25,220525.0,441337.0,-220812.0,1118096.0,948301.0,169795.0,0.8375
2016-02-26,221812.0,450270.0,-228458.0,1194675.0,985581.0,209094.0,0.8114
2016-02-29,220854.0,456418.0,-235564.0,1260679.0,1021878.0,238801.0,0.7953
2016-03-01,218812.0,454316.0,-235504.0,1388083.0,1030349.0,357734.0,0.8568
2016-03-02,219225.0,441855.0,-222630.0,1522312.0,1035675.0,486637.0,0.9076
2016-03-03,220397.0,434901.0,-214504.0,1569913.0,1065046.0,504867.0,0.9685
2016-03-04,221379.0,429553.0,-208174.0,1594751.0,1084875.0,509876.0,0.9694
2016-03-08,220763.0,421294.0,-200531.0,1603828.0,1082198.0,521630.0,0.9661
2016-03-09,218467.0,423168.0,-204701.0,1620682.0,1107971.0,512711.0,0.9698
2016-03-10,219748.0,419052.0,-199304.0,1632547.0,1127025.0,505522.0,0.934
2016-03-11,219455.0,415530.0,-196075.0,1656597.0,1145042.0,511555.0,0.9254
2016-03-14,223255.0,412900.0,-189645.0,1668958.0,1138219.0,530739.0,0.9301
2016-03-15,222058.0,412632.0,-190574.0,1678842.0,1137627.0,541215.0,0.9183
2016-03-16,224526.0,412473.0,-187947.0,1709699.0,1202407.0,507292.0,0.9248
2016-03-17,224640.0,407640.0,-183000.0,1755512.0,1214509.0,541003.0,0.9209
2016-03-18,224845.0,400023.0,-175178.0,1795070.0,1247784.0,547286.0,0.9612
2016-03-21,226228.0,393376.0,-167148.0,1790648.0,1257916.667,532731.3330000001,1.025
2016-03-22,227473.0,392812.0,-165339.0,1784547.0,1291687.0,492860.0,1.0161
2016-03-23,227253.0,393733.0,-166480.0,1760145.0,1301786.0,458359.0,1.0073
2016-03-28,226785.0,387982.0,-161197.0,1720529.0,1311903.0,408626.0,0.9199
2016-03-29,224311.0,387009.0,-162698.0,1757677.0,1379793.0,377884.0,0.9314
2016-03-30,224230.0,382055.0,-157825.0,1764086.0,1406141.0,357945.0,1.0437
2016-03-31,206875.0,365262.0,-158387.0,1051415.667,866947.0,184468.6669999999,0.7552
2016-04-01,208460.0,368105.0,-159645.0,1112954.0,925329.0,187625.0,0.8119
2016-04-04,213075.0,367823.0,-154748.0,1144366.0,972174.0,172192.0,0.81
