date,Close,High,Low,Open,Volume
2015-10-08,11669.7001953125,11802.150390625,11625.650390625,11753.849609375,0
2015-10-09,11807.5498046875,11827.5,11676.150390625,11734.2998046875,0
2015-10-12,11630.650390625,12019.0498046875,11571.75,11972.099609375,0
2015-10-13,11522.599609375,11603.900390625,11452.2998046875,11595.849609375,0
2015-10-14,11362.900390625,11479.400390625,11347.650390625,11435.2998046875,0
2015-10-15,11338.349609375,11411.400390625,11310.4501953125,11407.5498046875,0
2015-10-16,11337.7998046875,11402.5,11301.099609375,11392.5498046875,0
2015-10-19,11432.150390625,11469.2001953125,11305.849609375,11360.400390625,0
2015-10-20,11529.599609375,11539.25,11436.650390625,11465.0498046875,0
2015-10-21,11549.0498046875,11583.4501953125,11501.0498046875,11552.599609375,0
2015-10-23,11552.0,11588.2001953125,11494.150390625,11588.0,0
2015-10-26,11576.349609375,11612.7001953125,11537.099609375,11597.900390625,0
2015-10-27,11583.5498046875,11601.25,11533.0498046875,11570.2998046875,0
2015-10-28,11643.2998046875,11664.9501953125,11537.2998046875,11546.0498046875,0
2015-10-29,11548.150390625,11644.0498046875,11523.9501953125,11644.0498046875,0
2015-10-30,11486.900390625,11559.349609375,11467.900390625,11549.75,0
2015-11-02,11546.25,11560.599609375,11428.099609375,11497.9501953125,0
2015-11-03,11618.400390625,11627.849609375,11565.0,11576.0,0
2015-11-04,11551.599609375,11688.650390625,11535.9501953125,11680.150390625,0
2015-11-05,11414.4501953125,11573.099609375,11397.5,11573.099609375,0
2015-11-06,11485.4501953125,11515.650390625,11422.9501953125,11424.2001953125,6500
2015-11-09,11412.150390625,11427.9501953125,11320.9501953125,11364.5498046875,10100
2015-11-10,11214.2001953125,11387.849609375,11191.900390625,11385.7001953125,7000
2015-11-13,11102.4501953125,11176.75,11027.099609375,11110.75,6900
2015-11-16,11003.7998046875,11061.599609375,10911.099609375,11011.5,8900
2015-11-17,11035.099609375,11052.400390625,10974.5498046875,11032.4501953125,10900
2015-11-18,10836.7001953125,10969.5,10799.0,10967.75,10200
2015-11-19,11032.900390625,11059.849609375,10893.75,10910.5,9900
2015-11-20,11118.849609375,11195.75,11036.900390625,11045.650390625,10800
2015-11-23,11121.2001953125,11189.5,11084.349609375,11126.25,8700
2015-11-24,11057.349609375,11122.0498046875,11036.0498046875,11096.400390625,7800
2015-11-26,11042.9501953125,11129.25,11013.900390625,11048.400390625,15000
2015-11-27,11122.900390625,11136.400390625,11031.4501953125,11064.599609375,7400
2015-11-30,11206.0,11279.650390625,11083.599609375,11147.849609375,21100
2015-12-01,11256.2998046875,11293.2001953125,11216.9501953125,11216.9501953125,9100
2015-12-02,11149.599609375,11298.900390625,11134.900390625,11298.900390625,7500
2015-12-03,11081.900390625,11153.7001953125,11067.5498046875,11149.2998046875,9400
2015-12-04,10969.0498046875,11037.9501953125,10940.2998046875,11034.650390625,10100
2015-12-07,10998.650390625,11054.0,10943.849609375,11009.5,8500
2015-12-08,10981.849609375,11109.2998046875,10946.0,10989.2001953125,8500
2015-12-09,10930.0498046875,11027.2998046875,10916.25,10978.25,11000
2015-12-10,11055.5,11073.150390625,10931.150390625,10971.5498046875,7900
2015-12-11,11043.0498046875,11086.5498046875,11015.599609375,11086.5498046875,8500
2015-12-14,11099.7001953125,11124.900390625,10940.75,10940.75,7000
2015-12-15,11058.25,11139.5498046875,11044.349609375,11139.5498046875,9100
2015-12-16,11144.900390625,11187.849609375,11081.75,11081.75,8800
2015-12-17,11275.150390625,11293.0498046875,11122.4501953125,11182.9501953125,9600
2015-12-18,11122.5,11227.150390625,11094.7998046875,11227.150390625,11800
2015-12-21,11224.75,11232.5,11067.2001953125,11096.400390625,6000
2015-12-22,11095.4501953125,11201.7998046875,11081.150390625,11201.7998046875,6000
2015-12-23,11195.650390625,11206.400390625,11130.650390625,11163.7998046875,4600
2015-12-24,11184.900390625,11197.5,11152.849609375,11193.25,2900
2015-12-28,11271.7998046875,11303.0498046875,11146.849609375,11152.7001953125,8100
2015-12-29,11253.4501953125,11287.5,11206.599609375,11257.0498046875,6000
2015-12-30,11117.599609375,11263.599609375,11100.099609375,11247.349609375,6600
2015-12-31,11212.5498046875,11233.849609375,11113.0,11113.0,8200
2016-01-01,11174.849609375,11221.599609375,11137.849609375,11210.25,3100
2016-01-04,11029.25,11160.9501953125,11004.650390625,11144.0,7900
2016-01-05,10997.150390625,11084.599609375,10945.2001953125,11082.599609375,7900
2016-01-06,11018.150390625,11037.400390625,10979.4501953125,11027.5498046875,8600
2016-01-07,10863.2001953125,10964.650390625,10822.7001953125,10947.75,10500
2016-01-08,10989.5498046875,11007.5,10896.4501953125,10933.2998046875,7300
2016-01-11,10823.900390625,10917.4501953125,10797.7001953125,10898.7998046875,9700
2016-01-12,10790.349609375,10850.25,10659.25,10850.25,10000
2016-01-13,10839.849609375,10860.400390625,10646.5498046875,10807.849609375,11100
2016-01-14,10980.4501953125,11068.900390625,10685.349609375,10730.650390625,23500
2016-01-15,10994.9501953125,11057.7001953125,10949.9501953125,11050.650390625,14000
2016-01-18,10984.0,11084.400390625,10954.2001953125,10954.2001953125,11700
2016-01-19,10963.099609375,11064.7998046875,10873.599609375,11052.400390625,12200
2016-01-20,10910.5,10945.400390625,10855.2001953125,10897.7998046875,10400
2016-01-21,10934.7001953125,10994.900390625,10893.349609375,10957.9501953125,10600
